# Russian irregular verbs — mined from OpenCorpora gold (kaikki
# fills gaps). Non-reflexive base lemmas; reflexives and prefixed
# derivatives match by suffix unless the base is exact (col 4).
# Regenerate: python3 scripts/rus/mine_verbs.py
# lemma	nonpast(6)	past(4:masc,fem,neut,pl)	imp(2:sg,pl)	exact
стучать	стучу,стучишь,стучит,стучим,стучите,стучат	-	стучи,стучите	-
стынуть	-	стыл,стыла,стыло,стыли	стынь,стыньте	-
стыть	стыну,стынешь,стынет,стынем,стынете,стынут	-	стынь,стыньте	-
судачить	-	-	судачь,судачьте	-
суесловить	-	-	суесловь,суесловьте	-
сузить	-	-	сузь,сузьте	-
сумасбродить	-	-	сумасбродь,сумасбродьте	-
суматошить	-	-	суматошь,суматошьте	-
сунуть	-	-	сунь,суньте	-
супить	-	-	супь,супьте	-
супонить	-	-	супонь,супоньте	-
сусолить	-	-	сусоль,сусольте	-
сутолочить	-	-	сутолочь,сутолочьте	-
сутулить	-	-	сутуль,сутульте	-
сутяжить	-	-	сутяжь,сутяжьте	-
схимить	-	-	схимь,схимьте	-
схлебнуть	схлебну,схлебнёшь,схлебнёт,схлебнём,схлебнёте,схлебнут	-	-	-
схлестнуть	схлестну,схлестнёшь,схлестнёт,схлестнём,схлестнёте,схлестнут	-	-	-
счастливить	-	-	счастливь,счастливьте	-
счерпнуть	счерпну,счерпнёшь,счерпнёт,счерпнём,счерпнёте,счерпнут	-	-	-
счесть	сочту,сочтёшь,сочтёт,сочтём,сочтёте,сочтут	счёл,сочла,сочло,сочли	сочти,сочтите	1
сшибить	сшибу,сшибёшь,сшибёт,сшибём,сшибёте,сшибут	сшиб,сшибла,сшибло,сшибли	-	-
сшить	сошью,сошьёшь,сошьёт,сошьём,сошьёте,сошьют	-	сшей,сшейте	1
съесть	съем,съешь,съест,съедим,съедите,съедят	съел,съела,съело,съели	съешь,съешьте	-
съехать	съеду,съедешь,съедет,съедем,съедете,съедут	-	съедь,съедьте	-
сыгрануть	сыграну,сыгранёшь,сыгранёт,сыгранём,сыгранёте,сыгранут	-	-	-
сыпануть	сыпану,сыпанёшь,сыпанёт,сыпанём,сыпанёте,сыпанут	-	-	-
сыпать	сыплю,сыплешь,сыплет,сыплем,сыплете,сыплют	-	сыпь,сыпьте	1
сыпнуть	сыпну,сыпнёшь,сыпнёт,сыпнём,сыпнёте,сыпнут	-	-	-
сыскать	сыщу,сыщешь,сыщет,сыщем,сыщете,сыщут	-	сыщи,сыщите	-
такелажить	-	-	такелажь,такелажьте	-
талдычить	-	-	талдычь,талдычьте	-
тарабарить	-	-	тарабарь,тарабарьте	-
таранить	-	-	тарань,тараньте	-
тараторить	-	-	тараторь,тараторьте	1
тарахтеть	тарахчу,тарахтишь,тарахтит,тарахтим,тарахтите,тарахтят	-	тарахти,тарахтите	-
таять	таю,таешь,тает,таем,таете,тают	-	тай,тайте	-
творожить	-	-	творожь,творожьте	-
температурить	-	-	температурь,температурьте	-
тереть	тру,трёшь,трёт,трём,трёте,трут	тёр,тёрла,тёрло,тёрли	три,трите	1
терпеть	терплю,терпишь,терпит,терпим,терпите,терпят	-	терпи,терпите	-
терпнуть	-	терпнул,терпла,терпло,терпли	-	1
тесануть	тесану,тесанёшь,тесанёт,тесанём,тесанёте,тесанут	-	-	-
тесать	тешу,тешешь,тешет,тешем,тешете,тешут	-	теши,тешите	-
течь	теку,течёшь,течёт,течём,течёте,текут	тёк,текла,текло,текли	теки,теките	1
тешить	-	-	тешь,тешьте	1
тиранить	-	-	тирань,тираньте	-
ткать	тку,ткёшь,ткёт,ткём,ткёте,ткут	-	тки,тките	-
ткнуть	ткну,ткнёшь,ткнёт,ткнём,ткнёте,ткнут	-	-	1
толкануть	толкану,толканёшь,толканёт,толканём,толканёте,толканут	-	-	-
толкнуть	толкну,толкнёшь,толкнёт,толкнём,толкнёте,толкнут	-	-	1
толмачить	-	-	толмачь,толмачьте	-
толочь	толку,толчёшь,толчёт,толчём,толчёте,толкут	толок,толкла,толкло,толкли	толки,толките	-
топотать	топочу,топочешь,топочет,топочем,топочете,топочут	-	топочи,топочите	-
топтать	топчу,топчешь,топчет,топчем,топчете,топчут	-	топчи,топчите	-
