# lemma	p-sg1	p-sg2	p-sg3	p-du1	p-du2	p-du3	p-pl1	p-pl2	p-pl3	imp2sg	lptcp	supine ("-" = derive)
nadrajsati	nadrajsam	nadrajsaš	nadrajsa	nadrajsava	nadrajsata	nadrajsata	nadrajsamo	nadrajsate	nadrajsajo	-	-	-	-	-
nadrasti	nadradem	nadradeš	nadrade	nadradeva	nadradeta	nadradeta	nadrademo	nadradete	nadradejo	nadradi	nadradel	-	nadradla	-
nadrdrati	nadrdram	nadrdraš	nadrdra	nadrdrava	nadrdrata	nadrdrata	nadrdramo	nadrdrate	nadrdrajo	-	-	-	-	-
nadrenjati	nadrenjam	nadrenjaš	nadrenja	nadrenjava	nadrenjata	nadrenjata	nadrenjamo	nadrenjate	nadrenjajo	-	-	-	-	-
nadresirati	nadresiram	nadresiraš	nadresira	nadresirava	nadresirata	nadresirata	nadresiramo	nadresirate	nadresirajo	-	-	-	-	-
nadreti	nadrem	nadreš	nadre	nadreva	nadreta	nadreta	nadremo	nadrete	nadrejo	-	nadrl	-	nadrla	-
nadrgniti	nadrgnem	nadrgneš	nadrgne	nadrgneva	nadrgneta	nadrgneta	nadrgnemo	nadrgnete	nadrgnejo	-	-	-	-	-
nadrivati	nadrivam	nadrivaš	nadriva	nadrivava	nadrivata	nadrivata	nadrivamo	nadrivate	nadrivajo	-	-	-	-	-
nadrkati	nadrkam	nadrkaš	nadrka	nadrkava	nadrkata	nadrkata	nadrkamo	nadrkate	nadrkajo	-	-	-	-	-
nadrkavati	nadrkavam	nadrkavaš	nadrkava	nadrkavava	nadrkavata	nadrkavata	nadrkavamo	nadrkavate	nadrkavajo	-	-	-	-	-
nadrsati	nadrsam	nadrsaš	nadrsa	nadrsava	nadrsata	nadrsata	nadrsamo	nadrsate	nadrsajo	-	-	-	-	-
nadržati	nadržam	nadržaš	nadrža	nadržava	nadržata	nadržata	nadržamo	nadržate	nadržajo	-	-	-	-	-
nadsijati	nadsijam	nadsijaš	nadsija	nadsijava	nadsijata	nadsijata	nadsijamo	nadsijate	nadsijajo	-	-	-	-	-
nadsinhronizirati	nadsinhroniziram	nadsinhroniziraš	nadsinhronizira	nadsinhronizirava	nadsinhronizirata	nadsinhronizirata	nadsinhroniziramo	nadsinhronizirate	nadsinhronizirajo	-	-	-	-	-
nadskakati	nadskakam	nadskakaš	nadskaka	nadskakava	nadskakata	nadskakata	nadskakamo	nadskakate	nadskakajo	-	-	-	-	-
nadstreljati	nadstreljam	nadstreljaš	nadstrelja	nadstreljava	nadstreljata	nadstreljata	nadstreljamo	nadstreljate	nadstreljajo	-	-	-	-	-
nadudlati	nadudlam	nadudlaš	nadudla	nadudlava	nadudlata	nadudlata	nadudlamo	nadudlate	nadudlajo	-	-	-	-	-
naduhati	naduham	naduhaš	naduha	naduhava	naduhata	naduhata	naduhamo	naduhate	naduhajo	-	-	-	-	-
nadvišati	nadvišam	nadvišaš	nadviša	nadvišava	nadvišata	nadvišata	nadvišamo	nadvišate	nadvišajo	-	-	-	-	-
nadvladati	nadvladam	nadvladaš	nadvlada	nadvladava	nadvladata	nadvladata	nadvladamo	nadvladate	nadvladajo	-	-	-	-	-
nadzidati	nadzidam	nadzidaš	nadzida	nadzidava	nadzidata	nadzidata	nadzidamo	nadzidate	nadzidajo	-	-	-	-	-
nadzidavati	nadzidavam	nadzidavaš	nadzidava	nadzidavava	nadzidavata	nadzidavata	nadzidavamo	nadzidavate	nadzidavajo	-	-	-	-	-
nadzirati	nadziram	nadziraš	nadzira	nadzirava	nadzirata	nadzirata	nadziramo	nadzirate	nadzirajo	-	-	-	-	-
nadčrtati	nadčrtam	nadčrtaš	nadčrta	nadčrtava	nadčrtata	nadčrtata	nadčrtamo	nadčrtate	nadčrtajo	-	-	-	-	-
naelektrizirati	naelektriziram	naelektriziraš	naelektrizira	naelektrizirava	naelektrizirata	naelektrizirata	naelektriziramo	naelektrizirate	naelektrizirajo	-	-	-	-	-
nafajhtati	nafajhtam	nafajhtaš	nafajhta	nafajhtava	nafajhtata	nafajhtata	nafajhtamo	nafajhtate	nafajhtajo	-	-	-	-	-
nafarbati	nafarbam	nafarbaš	nafarba	nafarbava	nafarbata	nafarbata	nafarbamo	nafarbate	nafarbajo	-	-	-	-	-
nafehtati	nafehtam	nafehtaš	nafehta	nafehtava	nafehtata	nafehtata	nafehtamo	nafehtate	nafehtajo	-	-	-	-	-
nafiksati	nafiksam	nafiksaš	nafiksa	nafiksava	nafiksata	nafiksata	nafiksamo	nafiksate	nafiksajo	-	-	-	-	-
nafilati	nafilam	nafilaš	nafila	nafilava	nafilata	nafilata	nafilamo	nafilate	nafilajo	-	-	-	-	-
naflancati	naflancam	naflancaš	naflanca	naflancava	naflancata	naflancata	naflancamo	naflancate	naflancajo	-	-	-	-	-
nafleširati	nafleširam	nafleširaš	naflešira	nafleširava	nafleširata	nafleširata	nafleširamo	nafleširate	nafleširajo	-	-	-	-	-
nafrizirati	nafriziram	nafriziraš	nafrizira	nafrizirava	nafrizirata	nafrizirata	nafriziramo	nafrizirate	nafrizirajo	-	-	-	-	-
nafukati	nafukam	nafukaš	nafuka	nafukava	nafukata	nafukata	nafukamo	nafukate	nafukajo	-	-	-	-	-
nafukljati	nafukljam	nafukljaš	nafuklja	nafukljava	nafukljata	nafukljata	nafukljamo	nafukljate	nafukljajo	-	-	-	-	-
nafurati	nafuram	nafuraš	nafura	nafurava	nafurata	nafurata	nafuramo	nafurate	nafurajo	-	-	-	-	-
nafutrati	nafutram	nafutraš	nafutra	nafutrava	nafutrata	nafutrata	nafutramo	nafutrate	nafutrajo	-	-	-	-	-
nagajati	nagajam	nagajaš	nagaja	nagajava	nagajata	nagajata	nagajamo	nagajate	nagajajo	-	-	-	-	-
naganjati	naganjam	naganjaš	naganja	naganjava	naganjata	naganjata	naganjamo	naganjate	naganjajo	-	-	-	-	-
nagarati	nagaram	nagaraš	nagara	nagarava	nagarata	nagarata	nagaramo	nagarate	nagarajo	-	-	-	-	-
nagarbati	nagarbam	nagarbaš	nagarba	nagarbava	nagarbata	nagarbata	nagarbamo	nagarbate	nagarbajo	-	-	-	-	-
nagibati	nagibljem	nagiblješ	nagiblje	nagibljeva	nagibljeta	nagibljeta	nagibljemo	nagibljete	nagibljejo	-	-	-	-	-
naglašati	naglašam	naglašaš	naglaša	naglašava	naglašata	naglašata	naglašamo	naglašate	naglašajo	-	-	-	-	-
nagledati	nagledam	nagledaš	nagleda	nagledava	nagledata	nagledata	nagledamo	nagledate	nagledajo	naglej	-	-	-	-
naglihati	nagliham	naglihaš	nagliha	naglihava	naglihata	naglihata	naglihamo	naglihate	naglihajo	-	-	-	-	-
naglodati	naglodam	naglodaš	nagloda	naglodava	naglodata	naglodata	naglodamo	naglodate	naglodajo	-	-	-	-	-
nagnati	naženem	naženeš	nažene	naženeva	naženeta	naženeta	naženemo	naženete	naženejo	naženi	-	-	-	-
nagnesti	nagnetem	nagneteš	nagnete	nagneteva	nagneteta	nagneteta	nagnetemo	nagnetete	nagnetejo	nagneti	nagnetel	-	nagnetla	-
nagniti	nagnem	nagneš	nagne	nagneva	nagneta	nagneta	nagnemo	nagnete	nagnejo	-	-	-	-	-
nagoljufati	nagoljufam	nagoljufaš	nagoljufa	nagoljufava	nagoljufata	nagoljufata	nagoljufamo	nagoljufate	nagoljufajo	-	-	-	-	-
nagoltati	nagoltam	nagoltaš	nagolta	nagoltava	nagoltata	nagoltata	nagoltamo	nagoltate	nagoltajo	-	-	-	-	-
nagomilati	nagomilam	nagomilaš	nagomila	nagomilava	nagomilata	nagomilata	nagomilamo	nagomilate	nagomilajo	-	-	-	-	-
nagovarjati	nagovarjam	nagovarjaš	nagovarja	nagovarjava	nagovarjata	nagovarjata	nagovarjamo	nagovarjate	nagovarjajo	-	-	-	-	-
nagrebsti	nagrebem	nagrebeš	nagrebe	nagrebeva	nagrebeta	nagrebeta	nagrebemo	nagrebete	nagrebejo	nagrebi	nagrebel	-	nagrebla	-
nagristi	nagrizem	nagrizeš	nagrize	nagrizeva	nagrizeta	nagrizeta	nagrizemo	nagrizete	nagrizejo	nagrizi	nagrizel	-	nagrizla	-
nagruntati	nagruntam	nagruntaš	nagrunta	nagruntava	nagruntata	nagruntata	nagruntamo	nagruntate	nagruntajo	-	-	-	-	-
nagubati	nagubam	nagubaš	naguba	nagubava	nagubata	nagubata	nagubamo	nagubate	nagubajo	-	-	-	-	-
nagugati	nagugam	nagugaš	naguga	nagugava	nagugata	nagugata	nagugamo	nagugate	nagugajo	-	-	-	-	-
nagužvati	nagužvam	nagužvaš	nagužva	nagužvava	nagužvata	nagužvata	nagužvamo	nagužvate	nagužvajo	-	-	-	-	-
nahahljati	nahahljam	nahahljaš	nahahlja	nahahljava	nahahljata	nahahljata	nahahljamo	nahahljate	nahahljajo	-	-	-	-	-
nahajati	nahajam	nahajaš	nahaja	nahajava	nahajata	nahajata	nahajamo	nahajate	nahajajo	-	-	-	-	-
nahecati	nahecam	nahecaš	naheca	nahecava	nahecata	nahecata	nahecamo	nahecate	nahecajo	-	-	-	-	-
nahranjati	nahranjam	nahranjaš	nahranja	nahranjava	nahranjata	nahranjata	nahranjamo	nahranjate	nahranjajo	-	-	-	-	-
nahujskati	nahujskam	nahujskaš	nahujska	nahujskava	nahujskata	nahujskata	nahujskamo	nahujskate	nahujskajo	-	-	-	-	-
naigrati	naigram	naigraš	naigra	naigrava	naigrata	naigrata	naigramo	naigrate	naigrajo	-	-	-	-	-
najadrati	najadram	najadraš	najadra	najadrava	najadrata	najadrata	najadramo	najadrate	najadrajo	-	-	-	-	-
najahati	najaham	najahaš	najaha	najahava	najahata	najahata	najahamo	najahate	najahajo	-	-	-	-	-
najavljati	najavljam	najavljaš	najavlja	najavljava	najavljata	najavljata	najavljamo	najavljate	najavljajo	-	-	-	-	-
najdevati	najdevam	najdevaš	najdeva	najdevava	najdevata	najdevata	najdevamo	najdevate	najdevajo	najdevaj	-	-	-	-
najebati	najebem	najebeš	najebe	najebeva	najebeta	najebeta	najebemo	najebete	najebejo	najebi	-	-	-	-
najebavati	najebavam	najebavaš	najebava	najebavava	najebavata	najebavata	najebavamo	najebavate	najebavajo	-	-	-	-	-
najedati	najedam	najedaš	najeda	najedava	najedata	najedata	najedamo	najedate	najedajo	-	-	-	-	-
najedkati	najedkam	najedkaš	najedka	najedkava	najedkata	najedkata	najedkamo	najedkate	najedkajo	-	-	-	-	-
najemati	najemljem	najemlješ	najemlje	najemljeva	najemljeta	najemljeta	najemljemo	najemljete	najemljejo	najemlji	-	-	-	-
najesti	najem	naješ	naje	najeva	najesta	najesta	najemo	najeste	najejo	najej	najedel	-	najedla	-
najeti	najamem	najameš	najame	najameva	najameta	najameta	najamemo	najamete	najamejo	najemi	-	-	-	-
najokati	najočem	najočeš	najoče	najočeva	najočeta	najočeta	najočemo	najočete	najočejo	najoči	-	-	-	-
najti	najdem	najdeš	najde	najdeva	najdeta	najdeta	najdemo	najdete	najdejo	najdi	našel	-	našla	-
nakalkulirati	nakalkuliram	nakalkuliraš	nakalkulira	nakalkulirava	nakalkulirata	nakalkulirata	nakalkuliramo	nakalkulirate	nakalkulirajo	-	-	-	-	-
nakapati	nakapljem	nakaplješ	nakaplje	nakapljeva	nakapljeta	nakapljeta	nakapljemo	nakapljete	nakapljejo	nakaplji	-	-	-	-
nakapljati	nakapljam	nakapljaš	nakaplja	nakapljava	nakapljata	nakapljata	nakapljamo	nakapljate	nakapljajo	-	-	-	-	-
nakavsati	nakavsam	nakavsaš	nakavsa	nakavsava	nakavsata	nakavsata	nakavsamo	nakavsate	nakavsajo	-	-	-	-	-
nakazati	nakažem	nakažeš	nakaže	nakaževa	nakažeta	nakažeta	nakažemo	nakažete	nakažejo	nakaži	-	-	-	-
nakašljati	nakašljam	nakašljaš	nakašlja	nakašljava	nakašljata	nakašljata	nakašljamo	nakašljate	nakašljajo	-	-	-	-	-
nakepati	nakepam	nakepaš	nakepa	nakepava	nakepata	nakepata	nakepamo	nakepate	nakepajo	-	-	-	-	-
nakisati	nakisam	nakisaš	nakisa	nakisava	nakisata	nakisata	nakisamo	nakisate	nakisajo	-	-	-	-	-
nakladati	nakladam	nakladaš	naklada	nakladava	nakladata	nakladata	nakladamo	nakladate	nakladajo	-	-	-	-	-
naklamfati	naklamfam	naklamfaš	naklamfa	naklamfava	naklamfata	naklamfata	naklamfamo	naklamfate	naklamfajo	-	-	-	-	-
naklanjati	naklanjam	naklanjaš	naklanja	naklanjava	naklanjata	naklanjata	naklanjamo	naklanjate	naklanjajo	-	-	-	-	-
naklati	nakoljem	nakolješ	nakolje	nakoljeva	nakoljeta	nakoljeta	nakoljemo	nakoljete	nakoljejo	nakolji	-	-	-	-
naklekljati	naklekljam	naklekljaš	nakleklja	naklekljava	naklekljata	naklekljata	naklekljamo	naklekljate	naklekljajo	-	-	-	-	-
naklempati	naklempam	naklempaš	naklempa	naklempava	naklempata	naklempata	naklempamo	naklempate	naklempajo	-	-	-	-	-
naklepati	naklepam	naklepaš	naklepa	naklepava	naklepata	naklepata	naklepamo	naklepate	naklepajo	-	-	-	-	-
naklepetati	naklepečem	naklepečeš	naklepeče	naklepečeva	naklepečeta	naklepečeta	naklepečemo	naklepečete	naklepečejo	naklepeči	-	-	-	-
naklikati	naklikam	naklikaš	naklika	naklikava	naklikata	naklikata	naklikamo	naklikate	naklikajo	-	-	-	-	-
nakljuvati	nakljuvam	nakljuvaš	nakljuva	nakljuvava	nakljuvata	nakljuvata	nakljuvamo	nakljuvate	nakljuvajo	-	-	-	-	-
naklobasati	naklobasam	naklobasaš	naklobasa	naklobasava	naklobasata	naklobasata	naklobasamo	naklobasate	naklobasajo	-	-	-	-	-
naklofati	naklofam	naklofaš	naklofa	naklofava	naklofata	naklofata	naklofamo	naklofate	naklofajo	-	-	-	-	-
nakockati	nakockam	nakockaš	nakocka	nakockava	nakockata	nakockata	nakockamo	nakockate	nakockajo	-	-	-	-	-
nakodrati	nakodram	nakodraš	nakodra	nakodrava	nakodrata	nakodrata	nakodramo	nakodrate	nakodrajo	-	-	-	-	-
nakopati	nakopljem	nakoplješ	nakoplje	nakopljeva	nakopljeta	nakopljeta	nakopljemo	nakopljete	nakopljejo	nakoplji	-	-	-	-
nakopavati	nakopavam	nakopavaš	nakopava	nakopavava	nakopavata	nakopavata	nakopavamo	nakopavate	nakopavajo	-	-	-	-	-
nakracati	nakracam	nakracaš	nakraca	nakracava	nakracata	nakracata	nakracamo	nakracate	nakracajo	-	-	-	-	-
nakracljati	nakracljam	nakracljaš	nakraclja	nakracljava	nakracljata	nakracljata	nakracljamo	nakracljate	nakracljajo	-	-	-	-	-
nakrancljati	nakrancljam	nakrancljaš	nakranclja	nakrancljava	nakrancljata	nakrancljata	nakrancljamo	nakrancljate	nakrancljajo	-	-	-	-	-
nakrasti	nakradem	nakradeš	nakrade	nakradeva	nakradeta	nakradeta	nakrademo	nakradete	nakradejo	nakradi	nakradel	-	nakradla	-
nakravžljati	nakravžljam	nakravžljaš	nakravžlja	nakravžljava	nakravžljata	nakravžljata	nakravžljamo	nakravžljate	nakravžljajo	-	-	-	-	-
nakrcati	nakrcam	nakrcaš	nakrca	nakrcava	nakrcata	nakrcata	nakrcamo	nakrcate	nakrcajo	-	-	-	-	-
nakresati	nakresam	nakresaš	nakresa	nakresava	nakresata	nakresata	nakresamo	nakresate	nakresajo	-	-	-	-	-
nakrhati	nakrham	nakrhaš	nakrha	nakrhava	nakrhata	nakrhata	nakrhamo	nakrhate	nakrhajo	-	-	-	-	-
nakrhljati	nakrhljam	nakrhljaš	nakrhlja	nakrhljava	nakrhljata	nakrhljata	nakrhljamo	nakrhljate	nakrhljajo	-	-	-	-	-
nakričati	nakričim	nakričiš	nakriči	nakričiva	nakričita	nakričita	nakričimo	nakričite	nakričijo	nakriči	-	-	-	-
nakrišpati	nakrišpam	nakrišpaš	nakrišpa	nakrišpava	nakrišpata	nakrišpata	nakrišpamo	nakrišpate	nakrišpajo	-	-	-	-	-
nakrohotati	nakrohočem	nakrohočeš	nakrohoče	nakrohočeva	nakrohočeta	nakrohočeta	nakrohočemo	nakrohočete	nakrohočejo	nakrohoči	-	-	-	-
nakrpati	nakrpam	nakrpaš	nakrpa	nakrpava	nakrpata	nakrpata	nakrpamo	nakrpate	nakrpajo	-	-	-	-	-
nakuhati	nakuham	nakuhaš	nakuha	nakuhava	nakuhata	nakuhata	nakuhamo	nakuhate	nakuhajo	-	-	-	-	-
nakulirati	nakuliram	nakuliraš	nakulira	nakulirava	nakulirata	nakulirata	nakuliramo	nakulirate	nakulirajo	-	-	-	-	-
nakupčkati	nakupčkam	nakupčkaš	nakupčka	nakupčkava	nakupčkata	nakupčkata	nakupčkamo	nakupčkate	nakupčkajo	-	-	-	-	-
nakvačkati	nakvačkam	nakvačkaš	nakvačka	nakvačkava	nakvačkata	nakvačkata	nakvačkamo	nakvačkate	nakvačkajo	-	-	-	-	-
nalagati	nalagam	nalagaš	nalaga	nalagava	nalagata	nalagata	nalagamo	nalagate	nalagajo	-	-	-	-	-
nalajati	nalajam	nalajaš	nalaja	nalajava	nalajata	nalajata	nalajamo	nalajate	nalajajo	-	-	-	-	-
nalakirati	nalakiram	nalakiraš	nalakira	nalakirava	nalakirata	nalakirata	nalakiramo	nalakirate	nalakirajo	-	-	-	-	-
nalamljati	nalamljam	nalamljaš	nalamlja	nalamljava	nalamljata	nalamljata	nalamljamo	nalamljate	nalamljajo	-	-	-	-	-
nalegati	nalegam	nalegaš	nalega	nalegava	nalegata	nalegata	nalegamo	nalegate	nalegajo	-	-	-	-	-
nalepljati	nalepljam	nalepljaš	naleplja	nalepljava	nalepljata	nalepljata	nalepljamo	nalepljate	nalepljajo	-	-	-	-	-
nalesti	nalezem	nalezeš	naleze	nalezeva	nalezeta	nalezeta	nalezemo	nalezete	nalezejo	nalezi	nalezel	-	nalezla	-
naletati	naletam	naletaš	naleta	naletava	naletata	naletata	naletamo	naletate	naletajo	-	-	-	-	-
naletavati	naletavam	naletavaš	naletava	naletavava	naletavata	naletavata	naletavamo	naletavate	naletavajo	-	-	-	-	-
naleči	naležem	naležeš	naleže	naleževa	naležeta	naležeta	naležemo	naležete	naležejo	nalezi	nalegel	-	nalegla	-
naležati	naležam	naležaš	naleža	naležava	naležata	naležata	naležamo	naležate	naležajo	-	-	-	-	-
nalikati	nalikam	nalikaš	nalika	nalikava	nalikata	nalikata	nalikamo	nalikate	nalikajo	-	-	-	-	-
nalimati	nalimam	nalimaš	nalima	nalimava	nalimata	nalimata	nalimamo	nalimate	nalimajo	-	-	-	-	-
nalistati	nalistam	nalistaš	nalista	nalistava	nalistata	nalistata	nalistamo	nalistate	nalistajo	-	-	-	-	-
naliti	nalijem	naliješ	nalije	nalijeva	nalijeta	nalijeta	nalijemo	nalijete	nalijejo	nalij	-	-	-	-
nalivati	nalivam	nalivaš	naliva	nalivava	nalivata	nalivata	nalivamo	nalivate	nalivajo	-	-	-	-	-
nalizati	naližem	naližeš	naliže	naliževa	naližeta	naližeta	naližemo	naližete	naližejo	naliži	-	-	-	-
nališpati	nališpam	nališpaš	nališpa	nališpava	nališpata	nališpata	nališpamo	nališpate	nališpajo	-	-	-	-	-
nalokati	nalokam	nalokaš	naloka	nalokava	nalokata	nalokata	nalokamo	nalokate	nalokajo	-	-	-	-	-
naluckati	naluckam	naluckaš	nalucka	naluckava	naluckata	naluckata	naluckamo	naluckate	naluckajo	-	-	-	-	-
naluknjati	naluknjam	naluknjaš	naluknja	naluknjava	naluknjata	naluknjata	naluknjamo	naluknjate	naluknjajo	-	-	-	-	-
namahati	namaham	namahaš	namaha	namahava	namahata	namahata	namahamo	namahate	namahajo	-	-	-	-	-
namakati	namakam	namakaš	namaka	namakava	namakata	namakata	namakamo	namakate	namakajo	-	-	-	-	-
namakniti	namaknem	namakneš	namakne	namakneva	namakneta	namakneta	namaknemo	namaknete	namaknejo	-	-	-	-	-
namalati	namalam	namalaš	namala	namalava	namalata	namalata	namalamo	namalate	namalajo	-	-	-	-	-
namaskirati	namaskiram	namaskiraš	namaskira	namaskirava	namaskirata	namaskirata	namaskiramo	namaskirate	namaskirajo	-	-	-	-	-
namatrati	namatram	namatraš	namatra	namatrava	namatrata	namatrata	namatramo	namatrate	namatrajo	-	-	-	-	-
namazati	namažem	namažeš	namaže	namaževa	namažeta	namažeta	namažemo	namažete	namažejo	namaži	-	-	-	-
namaškarati	namaškaram	namaškaraš	namaškara	namaškarava	namaškarata	namaškarata	namaškaramo	namaškarate	namaškarajo	-	-	-	-	-
namaštati	namaštam	namaštaš	namašta	namaštava	namaštata	namaštata	namaštamo	namaštate	namaštajo	-	-	-	-	-
namenjati	namenjam	namenjaš	namenja	namenjava	namenjata	namenjata	namenjamo	namenjate	namenjajo	-	-	-	-	-
nameravati	nameravam	nameravaš	namerava	nameravava	nameravata	nameravata	nameravamo	nameravate	nameravajo	-	-	-	-	-
nameravti	nameravjem	nameravješ	nameravje	nameravjeva	nameravjeta	nameravjeta	nameravjemo	nameravjete	nameravjejo	nameravj	-	-	-	-
namerjati	namerjam	namerjaš	namerja	namerjava	namerjata	namerjata	namerjamo	namerjate	namerjajo	-	-	-	-	-
namesti	namedem	namedeš	namede	namedeva	namedeta	namedeta	namedemo	namedete	namedejo	namedi	namedel	-	namedla	-
nametati	namečem	namečeš	nameče	namečeva	namečeta	namečeta	namečemo	namečete	namečejo	nameči	-	-	-	-
nametavati	nametavam	nametavaš	nametava	nametavava	nametavata	nametavata	nametavamo	nametavate	nametavajo	-	-	-	-	-
namešati	namešam	namešaš	nameša	namešava	namešata	namešata	namešamo	namešate	namešajo	-	-	-	-	-
nameščati	nameščam	nameščaš	namešča	nameščava	nameščata	nameščata	nameščamo	nameščate	nameščajo	-	-	-	-	-
namigati	namigam	namigaš	namiga	namigava	namigata	namigata	namigamo	namigate	namigajo	-	-	-	-	-
namigniti	namignem	namigneš	namigne	namigneva	namigneta	namigneta	namignemo	namignete	namignejo	-	-	-	-	-
namiksati	namiksam	namiksaš	namiksa	namiksava	namiksata	namiksata	namiksamo	namiksate	namiksajo	-	-	-	-	-
namišljati	namišljam	namišljaš	namišlja	namišljava	namišljata	namišljata	namišljamo	namišljate	namišljajo	-	-	-	-	-
namleti	nameljem	namelješ	namelje	nameljeva	nameljeta	nameljeta	nameljemo	nameljete	nameljejo	namelji	-	-	-	-
namokati	namokam	namokaš	namoka	namokava	namokata	namokata	namokamo	namokate	namokajo	-	-	-	-	-
namolsti	namolzem	namolzeš	namolze	namolzeva	namolzeta	namolzeta	namolzemo	namolzete	namolzejo	namolzi	namolzel	-	namolzla	-
namontirati	namontiram	namontiraš	namontira	namontirava	namontirata	namontirata	namontiramo	namontirate	namontirajo	-	-	-	-	-
namotati	namotam	namotaš	namota	namotava	namotata	namotata	namotamo	namotate	namotajo	-	-	-	-	-
namotavati	namotavam	namotavaš	namotava	namotavava	namotavata	namotavata	namotavamo	namotavate	namotavajo	-	-	-	-	-
namrdniti	namrdnem	namrdneš	namrdne	namrdneva	namrdneta	namrdneta	namrdnemo	namrdnete	namrdnejo	-	-	-	-	-
namrzniti	namrznem	namrzneš	namrzne	namrzneva	namrzneta	namrzneta	namrznemo	namrznete	namrznejo	-	-	-	-	-
namuzati	namužem	namužeš	namuže	namuževa	namužeta	namužeta	namužemo	namužete	namužejo	namuži	-	-	-	-
namuzniti	namuznem	namuzneš	namuzne	namuzneva	namuzneta	namuzneta	namuznemo	namuznete	namuznejo	-	-	-	-	-
nananšati	nananšam	nananšaš	nananša	nananšava	nananšata	nananšata	nananšamo	nananšate	nananšajo	-	-	-	-	-
nanati	nanam	nanaš	nana	nanava	nanata	nanata	nanamo	nanate	nanajo	-	-	-	-	-
nanašati	nanašam	nanašaš	nanaša	nanašava	nanašata	nanašata	nanašamo	nanašate	nanašajo	-	-	-	-	-
nanesti	nanesem	naneseš	nanese	naneseva	naneseta	naneseta	nanesemo	nanesete	nanesejo	nanesi	nanesel	-	nanesla	-
nanizati	nanizam	nanizaš	naniza	nanizava	nanizata	nanizata	nanizamo	nanizate	nanizajo	-	-	-	-	-
nanoreti	nanorem	nanoreš	nanore	nanoreva	nanoreta	nanoreta	nanoremo	nanorete	nanorejo	-	nanorl	-	nanorla	-
naoblati	naoblam	naoblaš	naobla	naoblava	naoblata	naoblata	naoblamo	naoblate	naoblajo	-	-	-	-	-
napacati	napacam	napacaš	napaca	napacava	napacata	napacata	napacamo	napacate	napacajo	-	-	-	-	-
napackati	napackam	napackaš	napacka	napackava	napackata	napackata	napackamo	napackate	napackajo	-	-	-	-	-
napadati	napadam	napadaš	napada	napadava	napadata	napadata	napadamo	napadate	napadajo	-	-	-	-	-
napajati	napajam	napajaš	napaja	napajava	napajata	napajata	napajamo	napajate	napajajo	-	-	-	-	-
napakirati	napakiram	napakiraš	napakira	napakirava	napakirata	napakirata	napakiramo	napakirate	napakirajo	-	-	-	-	-
napalmirati	napalmiram	napalmiraš	napalmira	napalmirava	napalmirata	napalmirata	napalmiramo	napalmirate	napalmirajo	-	-	-	-	-
napapcati	napapcam	napapcaš	napapca	napapcava	napapcata	napapcata	napapcamo	napapcate	napapcajo	-	-	-	-	-
naparati	naparam	naparaš	napara	naparava	naparata	naparata	naparamo	naparate	naparajo	-	-	-	-	-
naparfumirati	naparfumiram	naparfumiraš	naparfumira	naparfumirava	naparfumirata	naparfumirata	naparfumiramo	naparfumirate	naparfumirajo	-	-	-	-	-
naparjati	naparjam	naparjaš	naparja	naparjava	naparjata	naparjata	naparjamo	naparjate	naparjajo	-	-	-	-	-
naparkirati	naparkiram	naparkiraš	naparkira	naparkirava	naparkirata	naparkirata	naparkiramo	naparkirate	naparkirajo	-	-	-	-	-
napasti	napadem	napadeš	napade	napadeva	napadeta	napadeta	napademo	napadete	napadejo	napadi	napadel	-	napadla	-
napedenati	napedenam	napedenaš	napedena	napedenava	napedenata	napedenata	napedenamo	napedenate	napedenajo	-	-	-	-	-
napeljati	napeljem	napelješ	napelje	napeljeva	napeljeta	napeljeta	napeljemo	napeljete	napeljejo	napelji	-	-	-	-
napeljavati	napeljavam	napeljavaš	napeljava	napeljavava	napeljavata	napeljavata	napeljavamo	napeljavate	napeljavajo	-	-	-	-	-
napenjati	napenjam	napenjaš	napenja	napenjava	napenjata	napenjata	napenjamo	napenjate	napenjajo	-	-	-	-	-
naperjati	naperjam	naperjaš	naperja	naperjava	naperjata	naperjata	naperjamo	naperjate	naperjajo	-	-	-	-	-
napesniti	napesnem	napesneš	napesne	napesneva	napesneta	napesneta	napesnemo	napesnete	napesnejo	-	-	-	-	-
napeti	napnem	napneš	napne	napneva	napneta	napneta	napnemo	napnete	napno	napni	-	-	-	-
napeči	napečem	napečeš	napeče	napečeva	napečeta	napečeta	napečemo	napečete	napečejo	napeci	napekel	-	napekla	-
naphati	napšem	napšeš	napše	napševa	napšeta	napšeta	napšemo	napšete	napšejo	napši	-	-	-	-
napiflati	napiflam	napiflaš	napifla	napiflava	napiflata	napiflata	napiflamo	napiflate	napiflajo	-	-	-	-	-
napihati	napiham	napihaš	napiha	napihava	napihata	napihata	napihamo	napihate	napihajo	-	-	-	-	-
napihniti	napihnem	napihneš	napihne	napihneva	napihneta	napihneta	napihnemo	napihnete	napihnejo	-	-	-	-	-
napijati	napijam	napijaš	napija	napijava	napijata	napijata	napijamo	napijate	napijajo	-	-	-	-	-
napikati	napikam	napikaš	napika	napikava	napikata	napikata	napikamo	napikate	napikajo	-	-	-	-	-
napirati	napiram	napiraš	napira	napirava	napirata	napirata	napiramo	napirate	napirajo	-	-	-	-	-
napisati	napišem	napišeš	napiše	napiševa	napišeta	napišeta	napišemo	napišete	napišejo	napiši	-	-	-	-
