# lemma	p1sg	p3sg	pst1sg	pst3sg	nut	pass-prs	pass-pst	imp2sg ("-" = type-I default)
deponoida	deponoin	deponoi	deponoin	deponoi	deponoinut	deponoidaan	deponoitiin	deponoi	deponoivat	-	-	deponoinee
derivoida	derivoin	derivoi	derivoin	derivoi	derivoinut	derivoidaan	derivoitiin	derivoi	derivoivat	-	-	derivoinee
desalinoida	desalinoin	desalinoi	desalinoin	desalinoi	desalinoinut	desalinoidaan	desalinoitiin	desalinoi	desalinoivat	-	-	desalinoinee
desentralisoida	desentralisoin	desentralisoi	desentralisoin	desentralisoi	desentralisoinut	desentralisoidaan	desentralisoitiin	desentralisoi	desentralisoivat	-	-	desentralisoinee
desinfektoida	desinfektoin	desinfektoi	desinfektoin	desinfektoi	desinfektoinut	desinfektoidaan	desinfektoitiin	desinfektoi	desinfektoivat	-	-	desinfektoinee
desinfioida	desinfioin	desinfioi	desinfioin	desinfioi	desinfioinut	desinfioidaan	desinfioitiin	desinfioi	desinfioivat	-	-	desinfioinee
desorboida	desorboin	desorboi	desorboin	desorboi	desorboinut	desorboidaan	desorboitiin	desorboi	desorboivat	-	-	desorboinee
desorboitua	desorboidun	-	desorboiduin	desorboitui	-	desorboidutaan	desorboiduttiin	desorboidu	-	-	-	desorboitunee
determinoida	determinoin	determinoi	determinoin	determinoi	determinoinut	determinoidaan	determinoitiin	determinoi	determinoivat	-	-	determinoinee
devalvoida	devalvoin	devalvoi	devalvoin	devalvoi	devalvoinut	devalvoidaan	devalvoitiin	devalvoi	devalvoivat	-	-	devalvoinee
devalvoitua	devalvoidun	-	devalvoiduin	devalvoitui	-	devalvoidutaan	devalvoiduttiin	devalvoidu	-	-	-	devalvoitunee
diagnosoida	diagnosoin	diagnosoi	diagnosoin	diagnosoi	diagnosoinut	diagnosoidaan	diagnosoitiin	diagnosoi	diagnosoivat	-	-	diagnosoinee
diagnostisoida	diagnostisoin	diagnostisoi	diagnostisoin	diagnostisoi	diagnostisoinut	diagnostisoidaan	diagnostisoitiin	diagnostisoi	diagnostisoivat	-	-	diagnostisoinee
diagonalisoida	diagonalisoin	diagonalisoi	diagonalisoin	diagonalisoi	diagonalisoinut	diagonalisoidaan	diagonalisoitiin	diagonalisoi	diagonalisoivat	-	-	diagonalisoinee
diarioida	diarioin	diarioi	diarioin	diarioi	diarioinut	diarioidaan	diarioitiin	diarioi	diarioivat	-	-	diarioinee
diarisoida	diarisoin	diarisoi	diarisoin	diarisoi	diarisoinut	diarisoidaan	diarisoitiin	diarisoi	diarisoivat	-	-	diarisoinee
diatsotoida	diatsotoin	diatsotoi	diatsotoin	diatsotoi	diatsotoinut	diatsotoidaan	diatsotoitiin	diatsotoi	diatsotoivat	-	-	diatsotoinee
dieselöidä	dieselöin	dieselöi	dieselöin	dieselöi	dieselöinyt	dieselöidään	dieselöitiin	dieselöi	dieselöivät	-	-	dieselöinee
differentioida	differentioin	differentioi	differentioin	differentioi	differentioinut	differentioidaan	differentioitiin	differentioi	differentioivat	-	-	differentioinee
differentioitua	differentioidun	-	differentioiduin	differentioitui	-	differentioidutaan	differentioiduttiin	differentioidu	-	-	-	differentioitunee
differentoida	differentoin	differentoi	differentoin	differentoi	differentoinut	differentoidaan	differentoitiin	differentoi	differentoivat	-	-	differentoinee
differoida	differoin	differoi	differoin	differoi	differoinut	differoidaan	differoitiin	differoi	differoivat	-	-	differoinee
diffundoitua	diffundoidun	-	diffundoiduin	diffundoitui	-	diffundoidutaan	diffundoiduttiin	diffundoidu	-	-	-	diffundoitunee
diffusoida	diffusoin	diffusoi	diffusoin	diffusoi	diffusoinut	diffusoidaan	diffusoitiin	diffusoi	diffusoivat	-	-	diffusoinee
diftongiutua	diftongiudun	-	diftongiuduin	diftongiutui	-	diftongiudutaan	diftongiuduttiin	diftongiudu	-	-	-	diftongiutunee
diftongoitua	-	-	-	-	-	-	-	-	-	-	-	diftongoitunee
digata	diggaan	diggaa	diggasin	diggasi	digannut	digataan	digattiin	diggaa	diggaavat	digatkaa	diggaisi	digannee
digitaalistaa	-	-	digitaalistin	digitaalisti	-	digitaalistetaan	digitaalistettiin	-	-	-	-	digitaalistanee
digitaalistua	-	-	-	-	-	-	-	-	-	-	-	digitaalistunee
digitalisoida	digitalisoin	digitalisoi	digitalisoin	digitalisoi	digitalisoinut	digitalisoidaan	digitalisoitiin	digitalisoi	digitalisoivat	-	-	digitalisoinee
digitalisoitua	-	-	-	-	-	-	-	-	-	-	-	digitalisoitunee
digitoida	digitoin	digitoi	digitoin	digitoi	digitoinut	digitoidaan	digitoitiin	digitoi	digitoivat	-	-	digitoinee
diivailla	diivailen	diivailee	diivailin	diivaili	diivaillut	diivaillaan	diivailtiin	diivaile	-	-	-	diivaillee
diivata	diivaan	diivaa	diivasin	diivasi	diivannut	diivataan	diivattiin	diivaa	diivaavat	diivatkaa	-	diivannee
diksutoida	diksutoin	diksutoi	diksutoin	diksutoi	diksutoinut	diksutoidaan	diksutoitiin	diksutoi	diksutoivat	-	-	diksutoinee
dimeroida	dimeroin	dimeroi	dimeroin	dimeroi	dimeroinut	dimeroidaan	dimeroitiin	dimeroi	dimeroivat	-	-	dimeroinee
dimeroitua	dimeroidun	-	dimeroiduin	dimeroitui	-	dimeroidutaan	dimeroiduttiin	dimeroidu	-	-	-	dimeroitunee
dipata	dippaan	dippaa	dippasin	dippasi	dipannut	dipataan	dipattiin	dippaa	dippaavat	dipatkaa	-	dipannee
disinvestoida	disinvestoin	disinvestoi	disinvestoin	disinvestoi	disinvestoinut	disinvestoidaan	disinvestoitiin	disinvestoi	disinvestoivat	-	-	disinvestoinee
diskata	diskaan	diskaa	diskasin	diskasi	diskannut	diskataan	diskattiin	diskaa	diskaavat	diskatkaa	-	diskannee
diskontata	diskonttaan	diskonttaa	diskonttasin	diskonttasi	diskontannut	diskontataan	diskontattiin	diskonttaa	diskonttaavat	diskontatkaa	-	diskontannee
diskota	diskoan	diskoaa	diskosin	diskosi	diskonnut	diskotaan	diskottiin	diskoa	-	diskotkaa	-	diskonnee
diskreditoida	diskreditoin	diskreditoi	diskreditoin	diskreditoi	diskreditoinut	diskreditoidaan	diskreditoitiin	diskreditoi	diskreditoivat	-	-	diskreditoinee
diskretisoida	diskretisoin	diskretisoi	diskretisoin	diskretisoi	diskretisoinut	diskretisoidaan	diskretisoitiin	diskretisoi	diskretisoivat	-	-	diskretisoinee
diskretoida	diskretoin	diskretoi	diskretoin	diskretoi	diskretoinut	diskretoidaan	diskretoitiin	diskretoi	diskretoivat	-	-	diskretoinee
diskriminoida	diskriminoin	diskriminoi	diskriminoin	diskriminoi	diskriminoinut	diskriminoidaan	diskriminoitiin	diskriminoi	diskriminoivat	-	-	diskriminoinee
diskuteerata	diskuteeraan	diskuteeraa	diskuteerasin	diskuteerasi	diskuteerannut	diskuteerataan	diskuteerattiin	diskuteeraa	diskuteeraavat	diskuteeratkaa	-	diskuteerannee
diskvalifioida	diskvalifioin	diskvalifioi	diskvalifioin	diskvalifioi	diskvalifioinut	diskvalifioidaan	diskvalifioitiin	diskvalifioi	diskvalifioivat	-	-	diskvalifioinee
dispergoida	dispergoin	dispergoi	dispergoin	dispergoi	dispergoinut	dispergoidaan	dispergoitiin	dispergoi	dispergoivat	-	-	dispergoinee
dispergoitua	-	-	-	-	-	-	-	-	-	-	-	dispergoitunee
dissata	dissaan	dissaa	dissasin	dissasi	dissannut	dissataan	dissattiin	dissaa	dissaavat	dissatkaa	-	dissannee
dissekoida	dissekoin	dissekoi	dissekoin	dissekoi	dissekoinut	dissekoidaan	dissekoitiin	dissekoi	dissekoivat	-	-	dissekoinee
dissonoida	dissonoin	dissonoi	dissonoin	dissonoi	dissonoinut	dissonoidaan	dissonoitiin	dissonoi	dissonoivat	-	-	dissonoinee
dissosioida	dissosioin	dissosioi	dissosioin	dissosioi	dissosioinut	dissosioidaan	dissosioitiin	dissosioi	dissosioivat	-	-	dissosioinee
dissosioitua	dissosioidun	-	dissosioiduin	dissosioitui	-	dissosioidutaan	dissosioiduttiin	dissosioidu	-	-	-	dissosioitunee
distribuoida	distribuoin	distribuoi	distribuoin	distribuoi	distribuoinut	distribuoidaan	distribuoitiin	distribuoi	distribuoivat	-	distribuoisi	distribuoinee
ditheröidä	ditheröin	ditheröi	ditheröin	ditheröi	ditheröinyt	ditheröidään	ditheröitiin	ditheröi	ditheröivät	-	-	ditheröinee
divergoida	divergoin	divergoi	divergoin	divergoi	divergoinut	divergoidaan	divergoitiin	divergoi	divergoivat	-	-	divergoinee
diversifioida	diversifioin	diversifioi	diversifioin	diversifioi	diversifioinut	diversifioidaan	diversifioitiin	diversifioi	diversifioivat	-	-	diversifioinee
diversifioitua	diversifioidun	-	diversifioiduin	diversifioitui	-	diversifioidutaan	diversifioiduttiin	diversifioidu	-	-	-	diversifioitunee
divestoida	divestoin	divestoi	divestoin	divestoi	divestoinut	divestoidaan	divestoitiin	divestoi	divestoivat	-	-	divestoinee
dokata	dokaan	dokaa	dokasin	dokasi	dokannut	dokataan	dokattiin	dokaa	dokaavat	dokatkaa	-	dokannee
dokumentoida	dokumentoin	dokumentoi	dokumentoin	dokumentoi	dokumentoinut	dokumentoidaan	dokumentoitiin	dokumentoi	dokumentoivat	-	-	dokumentoinee
domestikoida	domestikoin	domestikoi	domestikoin	domestikoi	domestikoinut	domestikoidaan	domestikoitiin	domestikoi	domestikoivat	-	-	domestikoinee
dominoida	dominoin	dominoi	dominoin	dominoi	dominoinut	dominoidaan	dominoitiin	dominoi	dominoivat	-	-	dominoinee
donkata	donkkaan	donkkaa	donkkasin	donkkasi	donkannut	donkataan	donkattiin	donkkaa	donkkaavat	donkatkaa	-	donkannee
doomscrollata	doomscrollaan	doomscrollaa	doomscrollasin	doomscrollasi	doomscrollannut	doomscrollataan	doomscrollattiin	doomscrollaa	doomscrollaavat	doomscrollatkaa	-	doomscrollannee
dopata	doppaan	doppaa	doppasin	doppasi	dopannut	dopataan	dopattiin	doppaa	doppaavat	dopatkaa	-	dopannee
dossata	dossaan	dossaa	dossasin	dossasi	dossannut	dossataan	dossattiin	dossaa	dossaavat	dossatkaa	-	dossannee
doupata	douppaan	douppaa	douppasin	douppasi	doupannut	doupataan	doupattiin	douppaa	douppaavat	doupatkaa	-	doupannee
downshiftata	downshiftaan	downshiftaa	downshiftasin	downshiftasi	downshiftannut	downshiftataan	downshiftattiin	downshiftaa	downshiftaavat	downshiftatkaa	-	downshiftannee
doxxata	doxxaan	doxxaa	doxxasin	doxxasi	doxxannut	doxxataan	doxxattiin	doxxaa	doxxaavat	doxxatkaa	-	doxxannee
dramatisoida	dramatisoin	dramatisoi	dramatisoin	dramatisoi	dramatisoinut	dramatisoidaan	dramatisoitiin	dramatisoi	dramatisoivat	-	-	dramatisoinee
drapeerata	drapeeraan	drapeeraa	drapeerasin	drapeerasi	drapeerannut	drapeerataan	drapeerattiin	drapeeraa	drapeeraavat	drapeeratkaa	-	drapeerannee
dreijata	dreijaan	dreijaa	dreijasin	dreijasi	dreijannut	dreijataan	dreijattiin	dreijaa	dreijaavat	dreijatkaa	-	dreijannee
dreneerata	dreneeraan	dreneeraa	dreneerasin	dreneerasi	dreneerannut	dreneerataan	dreneerattiin	dreneeraa	dreneeraavat	dreneeratkaa	-	dreneerannee
dreseerata	dreseeraan	dreseeraa	dreseerasin	dreseerasi	dreseerannut	dreseerataan	dreseerattiin	dreseeraa	dreseeraavat	dreseeratkaa	-	dreseerannee
dropata	droppaan	droppaa	droppasin	droppasi	dropannut	dropataan	dropattiin	droppaa	droppaavat	dropatkaa	droppaisi	dropannee
dubata	dubbaan	dubbaa	dubbasin	dubbasi	dubannut	dubataan	dubattiin	dubbaa	dubbaavat	dubatkaa	dubbaisi	dubannee
dubbata	dubbaan	dubbaa	dubbasin	dubbasi	dubbannut	dubbataan	dubbattiin	dubbaa	dubbaavat	dubbatkaa	-	dubbannee
dumata	dumaan	dumaa	dumasin	dumasi	dumannut	dumataan	dumattiin	dumaa	dumaavat	dumatkaa	-	dumannee
dumpata	dumppaan	dumppaa	dumppasin	dumppasi	dumpannut	dumpataan	dumpattiin	dumppaa	dumppaavat	dumpatkaa	-	dumpannee
duplikoida	duplikoin	duplikoi	duplikoin	duplikoi	duplikoinut	duplikoidaan	duplikoitiin	duplikoi	duplikoivat	-	-	duplikoinee
duunailla	duunailen	duunailee	duunailin	duunaili	duunaillut	duunaillaan	duunailtiin	duunaile	-	-	-	duunaillee
duunata	duunaan	duunaa	duunasin	duunasi	duunannut	duunataan	duunattiin	duunaa	duunaavat	duunatkaa	-	duunannee
dyykata	dyykkaan	dyykkaa	dyykkasin	dyykkasi	dyykannut	dyykataan	dyykattiin	dyykkaa	dyykkaavat	dyykatkaa	-	dyykannee
dödata	dödaan	dödaa	dödasin	dödasi	dödannut	dödataan	dödattiin	dödaa	dödaavat	dödatkaa	-	dödannee
edelleenlähettää	edelleenlähetän	-	edelleenlähetin	edelleenlähetti	-	edelleenlähetetään	edelleenlähetettiin	edelleenlähetä	-	-	-	edelleenlähettänee
edellyttää	edellytän	-	edellytin	edellytti	-	edellytetään	edellytettiin	edellytä	-	-	-	edellyttänee
edeltää	edellän	-	edelsin	edelsi	-	edelletään	edellettiin	edellä	-	-	-	edeltänee
edentää	edennän	-	edensin	edensi	-	edennetään	edennettiin	edennä	-	-	-	edentänee
edesauttaa	edesautan	edesauttaa	edesautoin	edesauttoi	edesauttanut	edesautetaan	edesautettiin	edesauta	edesauttavat	edesauttakaa	edesauttaisi	edesauttanee
edesmennä	edesmenen	edesmenee	edesmenin	edesmeni	edesmennyt	edesmennään	edesmentiin	edesmene	-	-	-	edesmennee
edetä	etenen	etenee	etenin	eteni	edennyt	edetään	edettiin	etene	-	edetkää	-	edennee
edistyä	-	-	-	-	-	-	-	-	-	-	-	edistynee
edistää	-	-	edistin	edisti	-	edistetään	edistettiin	-	-	-	-	edistänee
editoida	editoin	editoi	editoin	editoi	editoinut	editoidaan	editoitiin	editoi	editoivat	-	-	editoinee
edullistaa	-	-	edullistin	edullisti	-	edullistetaan	edullistettiin	-	-	-	-	edullistanee
edustaa	-	-	edustin	edusti	-	edustetaan	edustettiin	-	-	-	-	edustanee
edustautua	edustaudun	-	edustauduin	edustautui	-	edustaudutaan	edustauduttiin	edustaudu	-	-	-	edustautunee
edustua	-	-	-	-	-	-	-	-	-	-	-	edustunee
ehdollistaa	-	-	ehdollistin	ehdollisti	-	ehdollistetaan	ehdollistettiin	-	-	-	-	ehdollistanee
ehdollistua	-	-	-	-	-	-	-	-	-	-	-	ehdollistunee
ehdotella	ehdottelen	ehdottelee	ehdottelin	ehdotteli	ehdotellut	ehdotellaan	ehdoteltiin	ehdottele	-	-	-	ehdotellee
ehdottaa	ehdotan	-	ehdotin	ehdotti	-	ehdotetaan	ehdotettiin	ehdota	-	-	-	ehdottanee
ehdottautua	-	-	-	-	-	-	-	-	-	-	-	ehdottautunee
ehdyttää	ehdytän	-	ehdytin	ehdytti	-	ehdytetään	ehdytettiin	ehdytä	-	-	-	ehdyttänee
eheyttää	eheytän	-	eheytin	eheytti	-	eheytetään	eheytettiin	eheytä	-	-	-	eheyttänee
eheytyä	eheydyn	-	eheydyin	eheytyi	-	eheydytään	eheydyttiin	eheydy	-	-	-	eheytynee
ehkäistyä	-	-	-	-	-	-	-	-	-	-	-	ehkäistynee
ehkäistä	ehkäisen	ehkäisee	ehkäisin	ehkäisi	ehkäissyt	ehkäistään	ehkäistiin	ehkäise	-	-	-	ehkäissee
ehostaa	-	-	ehostin	ehosti	-	ehostetaan	ehostettiin	-	-	-	-	ehostanee
ehtiä	ehdin	-	ehdin	ehti	-	ehditään	ehdittiin	ehdi	-	-	-	ehtinee
ehtyä	ehdyn	-	ehdyin	ehtyi	-	ehdytään	ehdyttiin	ehdy	-	-	-	ehtynee
ehättää	ehätän	-	ehätin	ehätti	-	ehätetään	ehätettiin	ehätä	-	-	-	ehättänee
einehtiä	einehdin	-	einehdin	einehti	-	einehditään	einehdittiin	einehdi	-	-	-	einehtinee
eittää	eitän	-	eitin	eitti	-	eitetään	eitettiin	eitä	-	-	-	eittänee
ejakuloida	ejakuloin	ejakuloi	ejakuloin	ejakuloi	ejakuloinut	ejakuloidaan	ejakuloitiin	ejakuloi	ejakuloivat	-	-	ejakuloinee
ekobetonoida	ekobetonoin	ekobetonoi	ekobetonoin	ekobetonoi	ekobetonoinut	ekobetonoidaan	ekobetonoitiin	ekobetonoi	ekobetonoivat	-	-	ekobetonoinee
eksisteerata	eksisteeraan	eksisteeraa	eksisteerasin	eksisteerasi	eksisteerannut	eksisteerataan	eksisteerattiin	eksisteeraa	eksisteeraavat	eksisteeratkaa	-	eksisteerannee
eksistoida	eksistoin	eksistoi	eksistoin	eksistoi	eksistoinut	eksistoidaan	eksistoitiin	eksistoi	eksistoivat	-	-	eksistoinee
eksplikoida	eksplikoin	eksplikoi	eksplikoin	eksplikoi	eksplikoinut	eksplikoidaan	eksplikoitiin	eksplikoi	eksplikoivat	-	-	eksplikoinee
eksponoida	eksponoin	eksponoi	eksponoin	eksponoi	eksponoinut	eksponoidaan	eksponoitiin	eksponoi	eksponoivat	-	-	eksponoinee
eksportoida	eksportoin	eksportoi	eksportoin	eksportoi	eksportoinut	eksportoidaan	eksportoitiin	eksportoi	eksportoivat	-	-	eksportoinee
ekstrahoida	ekstrahoin	ekstrahoi	ekstrahoin	ekstrahoi	ekstrahoinut	ekstrahoidaan	ekstrahoitiin	ekstrahoi	ekstrahoivat	-	-	ekstrahoinee
ekstrapoloida	ekstrapoloin	ekstrapoloi	ekstrapoloin	ekstrapoloi	ekstrapoloinut	ekstrapoloidaan	ekstrapoloitiin	ekstrapoloi	ekstrapoloivat	-	-	ekstrapoloinee
eksyttää	eksytän	-	eksytin	eksytti	-	eksytetään	eksytettiin	eksytä	-	-	-	eksyttänee
eksyä	-	-	-	-	-	-	-	-	-	-	-	eksynee
ekvalisoida	ekvalisoin	ekvalisoi	ekvalisoin	ekvalisoi	ekvalisoinut	ekvalisoidaan	ekvalisoitiin	ekvalisoi	ekvalisoivat	-	-	ekvalisoinee
elaboroida	elaboroin	elaboroi	elaboroin	elaboroi	elaboroinut	elaboroidaan	elaboroitiin	elaboroi	elaboroivat	-	-	elaboroinee
elehtiä	elehdin	-	elehdin	elehti	-	elehditään	elehdittiin	elehdi	-	-	-	elehtinee
elellä	elelen	elelee	elelin	eleli	elellyt	elellään	eleltiin	elele	-	-	-	elellee
eliminoida	eliminoin	eliminoi	eliminoin	eliminoi	eliminoinut	eliminoidaan	eliminoitiin	eliminoi	eliminoivat	-	-	eliminoinee
eliminoitua	eliminoidun	-	eliminoiduin	eliminoitui	-	eliminoidutaan	eliminoiduttiin	eliminoidu	-	-	-	eliminoitunee
elinkelpoistaa	-	-	elinkelpoistin	elinkelpoisti	-	elinkelpoistetaan	elinkelpoistettiin	-	-	-	-	elinkelpoistanee
ellottaa	ellotan	-	ellotin	ellotti	-	ellotetaan	ellotettiin	ellota	-	-	-	ellottanee
eloksoida	eloksoin	eloksoi	eloksoin	eloksoi	eloksoinut	eloksoidaan	eloksoitiin	eloksoi	eloksoivat	-	-	eloksoinee
elokuvata	elokuvaan	elokuvaa	elokuvasin	elokuvasi	elokuvannut	elokuvataan	elokuvattiin	elokuvaa	elokuvaavat	elokuvatkaa	-	elokuvannee
elollistaa	-	-	elollistin	elollisti	-	elollistetaan	elollistettiin	-	-	-	-	elollistanee
elostella	elostelen	elostelee	elostelin	elosteli	elostellut	elostellaan	elosteltiin	elostele	-	-	-	elostellee
elostua	-	-	-	-	-	-	-	-	-	-	-	elostunee
elostuttaa	elostutan	-	elostutin	elostutti	-	elostutetaan	elostutettiin	elostuta	-	-	-	elostuttanee
elpyä	elvyn	-	elvyin	elpyi	-	elvytään	elvyttiin	elvy	-	-	-	elpynee
eltaantua	eltaannun	-	eltaannuin	eltaantui	-	eltaannutaan	eltaannuttiin	eltaannu	-	-	-	eltaantunee
eluoida	eluoin	eluoi	eluoin	eluoi	eluoinut	eluoidaan	eluoitiin	eluoi	eluoivat	-	eluoisi	eluoinee
eluoitua	-	-	-	-	-	-	-	-	-	-	-	eluoitunee
elvistellä	elvistelen	elvistelee	elvistelin	elvisteli	elvistellyt	elvistellään	elvisteltiin	elvistele	-	-	-	elvistellee
elvyttää	elvytän	-	elvytin	elvytti	-	elvytetään	elvytettiin	elvytä	-	-	-	elvyttänee
elähdyttää	elähdytän	-	elähdytin	elähdytti	-	elähdytetään	elähdytettiin	elähdytä	-	-	-	elähdyttänee
elähtää	elähdän	-	elähdin	elähti	-	elähdetään	elähdettiin	elähdä	-	-	-	elähtänee
eläköittää	eläköitän	eläköittää	eläköitin	eläköitti	eläköittänyt	eläköitetään	eläköitdettiin	eläköitä	eläköittävät	eläköittäkää	eläköittäisi	eläköittänee
eläköityä	eläköidyn	-	eläköidyin	eläköityi	-	eläköidytään	eläköidyttiin	eläköidy	-	-	-	eläköitynee
elämöidä	elämöin	elämöi	elämöin	elämöi	elämöinyt	elämöidään	elämöitiin	elämöi	elämöivät	-	-	elämöinee
elätellä	elättelen	elättelee	elättelin	elätteli	elätellyt	elätellään	eläteltiin	elättele	-	-	-	elätellee
elättää	elätän	-	elätin	elätti	-	elätetään	elätettiin	elätä	-	-	-	elättänee
elävöittää	elävöitän	-	elävöitin	elävöitti	-	elävöitetään	elävöitettiin	elävöitä	-	-	-	elävöittänee
elävöityä	elävöidyn	-	elävöidyin	elävöityi	-	elävöidytään	elävöidyttiin	elävöidy	-	-	-	elävöitynee
eläytyä	eläydyn	-	eläydyin	eläytyi	-	eläydytään	eläydyttiin	eläydy	-	-	-	eläytynee
elää	-	-	elin	eli	-	eletään	elettiin	-	-	-	-	elänee
emaloida	emaloin	emaloi	emaloin	emaloi	emaloinut	emaloidaan	emaloitiin	emaloi	emaloivat	-	-	emaloinee
emansipoida	emansipoin	emansipoi	emansipoin	emansipoi	emansipoinut	emansipoidaan	emansipoitiin	emansipoi	emansipoivat	-	-	emansipoinee
emansipoitua	emansipoidun	-	emansipoiduin	emansipoitui	-	emansipoidutaan	emansipoiduttiin	emansipoidu	-	-	-	emansipoitunee
emigroitua	emigroidun	-	emigroiduin	emigroitui	-	emigroidutaan	emigroiduttiin	emigroidu	-	-	-	emigroitunee
emissioida	emissioin	emissioi	emissioin	emissioi	emissioinut	emissioidaan	emissioitiin	emissioi	emissioivat	-	-	emissioinee
emitoida	emitoin	emitoi	emitoin	emitoi	emitoinut	emitoidaan	emitoitiin	emitoi	emitoivat	-	-	emitoinee
emittoida	emittoin	emittoi	emittoin	emittoi	emittoinut	emittoidaan	emittoitiin	emittoi	emittoivat	-	-	emittoinee
empiä	emmin	-	emmin	empi	-	emmitään	emmittiin	emmi	-	-	-	empinee
emulgoida	emulgoin	emulgoi	emulgoin	emulgoi	emulgoinut	emulgoidaan	emulgoitiin	emulgoi	emulgoivat	-	-	emulgoinee
emulgoitua	emulgoidun	-	emulgoiduin	emulgoitui	-	emulgoidutaan	emulgoiduttiin	emulgoidu	-	-	-	emulgoitunee
emuloida	emuloin	emuloi	emuloin	emuloi	emuloinut	emuloidaan	emuloitiin	emuloi	emuloivat	-	-	emuloinee
emännöidä	emännöin	emännöi	emännöin	emännöi	emännöinyt	emännöidään	emännöitiin	emännöi	emännöitsevät	emännöikää	emännöisi	emännöinee
enentyä	enennyn	-	enennyin	enentyi	-	enennytään	enennyttiin	enenny	-	-	-	enentynee
enentää	enennän	-	enensin	enensi	-	enennetään	enennettiin	enennä	-	-	-	enentänee
energisoida	energisoin	energisoi	energisoin	energisoi	energisoinut	energisoidaan	energisoitiin	energisoi	energisoivat	-	-	energisoinee
enetä	enenen	enenee	enenin	eneni	enennyt	enetään	enettiin	enene	-	enetkää	-	enennee
englannintaa	englanninnan	-	englanninsin	englanninsi	-	englanninnetaan	englanninnettiin	englanninna	-	-	-	englannintanee
englannistaa	-	-	englannistin	englannisti	-	englannistetaan	englannistettiin	-	-	-	-	englannistanee
enimmäistää	-	-	enimmäistin	enimmäisti	-	enimmäistetään	enimmäistettiin	-	-	-	-	enimmäistänee
enkryptata	enkryptaan	enkryptaa	enkryptasin	enkryptasi	enkryptannut	enkryptataan	enkryptattiin	enkryptaa	enkryptaavat	enkryptatkaa	-	enkryptannee
ennakoida	ennakoin	ennakoi	ennakoin	ennakoi	ennakoinut	ennakoidaan	ennakoitiin	ennakoi	ennakoivat	-	-	ennakoinee
ennallistaa	-	-	ennallistin	ennallisti	-	ennallistetaan	ennallistettiin	-	-	-	-	ennallistanee
ennaltaehkäistä	ennaltaehkäisen	ennaltaehkäisee	ennaltaehkäisin	ennaltaehkäisi	ennaltaehkäissyt	ennaltaehkäistään	ennaltaehkäistiin	ennaltaehkäise	ennaltaehkäisevät	ennaltaehkäiskää	ennaltaehkäisisi	ennaltaehkäissee
ennustaa	-	-	ennustin	ennusti	-	ennustetaan	ennustettiin	-	-	-	-	ennustanee
ennustella	ennustelen	ennustelee	ennustelin	ennusteli	ennustellut	ennustellaan	ennusteltiin	ennustele	-	-	-	ennustellee
ennättää	ennätän	-	ennätin	ennätti	-	ennätetään	ennätettiin	ennätä	-	-	-	ennättänee
ensiesittää	ensiesitän	-	ensiesitin	ensiesitti	-	ensiesitetään	ensiesitettiin	ensiesitä	-	-	-	ensiesittänee
ensisijaistaa	-	-	ensisijaistin	ensisijaisti	-	ensisijaistetaan	ensisijaistettiin	-	-	-	-	ensisijaistanee
enteillä	enteilen	enteilee	enteilin	enteili	enteillyt	enteillään	enteiltiin	enteile	-	-	-	enteillee
entistää	-	-	entistin	entisti	-	entistetään	entistettiin	-	-	-	-	entistänee
entisöidä	entisöin	entisöi	entisöin	entisöi	entisöinyt	entisöidään	entisöitiin	entisöi	entisöivät	-	-	entisöinee
entrata	entraan	entraa	entrasin	entrasi	entrannut	entrataan	entrattiin	entraa	entraavat	entratkaa	-	entrannee
entää	ennän	-	ennin	ensi	-	ennetään	ennettiin	ennä	-	-	-	entänee
epiloida	epiloin	epiloi	epiloin	epiloi	epiloinut	epiloidaan	epiloitiin	epiloi	epiloivat	-	-	epiloinee
epuuttaa	epuutan	-	epuutin	epuutti	-	epuutetaan	epuutettiin	epuuta	-	-	-	epuuttanee
epäillä	epäilen	epäilee	epäilin	epäili	epäillyt	epäillään	epäiltiin	epäile	-	-	-	epäillee
epäilyttää	epäilytän	-	epäilytin	epäilytti	-	epäilytetään	epäilytettiin	epäilytä	-	-	-	epäilyttänee
epäinhimillistää	epäinhimillistän	epäinhimillistää	epäinhimillistin	epäinhimillisti	epäinhimillistänyt	epäinhimillistetään	epäinhimillisdettiin	epäinhimillistä	epäinhimillistävät	epäinhimillistäkää	epäinhimillistäisi	epäinhimillistänee
epämuodostua	-	-	-	-	-	-	-	-	-	-	-	epämuodostunee
epämääräistyä	-	-	-	-	-	-	-	-	-	-	-	epämääräistynee
epämääräistää	epämääräistän	epämääräistää	epämääräistin	epämääräisti	epämääräistänyt	epämääräistetään	epämääräisdettiin	epämääräistä	epämääräistävät	epämääräistäkää	epämääräistäisi	epämääräistänee
epäonnistua	-	-	-	-	-	-	-	-	-	-	-	epäonnistunee
epäröidä	epäröin	epäröi	epäröin	epäröi	epäröinyt	epäröidään	epäröitiin	epäröi	epäröivät	-	-	epäröinee
epävakauttaa	epävakautan	-	epävakautin	epävakautti	-	epävakautetaan	epävakautettiin	epävakauta	-	-	-	epävakauttanee
erakoitua	erakoidun	-	erakoiduin	erakoitui	-	erakoidutaan	erakoiduttiin	erakoidu	-	-	-	erakoitunee
erata	erkanen	erkanee	erkanin	erkani	erannut	erataan	erattiin	erkane	-	eratkaa	-	erannee
