# lemma	present	past	past-participle	present-participle	imperative  ("-" = productive default)
uitwerp	-	-	uitgewerp	-	-
uitwig	-	-	uitgewig	-	-
uitwikkel	-	-	uitgewikkel	-	-
uitwiks	-	-	uitgewiks	-	-
uitwin	-	-	uitgewin	-	-
uitwip	-	-	uitgewip	-	-
uitwis	-	-	uitgewis	-	-
uitwissel	-	-	uitgewissel	-	-
uitwoed	-	-	uitgewoed	-	-
uitwoel	-	-	uitgewoel	-	-
uitwoon	-	-	uitgewoon	-	-
uitwring	-	-	uitgewring	-	-
uitwyk	-	-	uitgewyk	-	-
uitwys	-	-	uitgewys	-	-
uitzoem	-	-	uitgezoem	-	-
ululeer	-	-	geüluleer	-	-
unduleer	-	-	geünduleer	-	-
unieer	-	-	geünieer	-	-
unifieer	-	-	geünifieer	-	-
unifiseer	-	-	geünifiseer	-	-
urineer	-	-	geürineer	urinerende	-
usurpeer	-	-	geüsurpeer	-	-
utiliseer	-	-	geütiliseer	-	-
vaar	-	-	-	varende	-
val	-	-	-	vallende	-
vaneenruk	-	-	vaneengeruk	-	-
vaneenskeur	-	-	vaneengeskeur	-	-
vaneentrek	-	-	vaneengetrek	-	-
vasanker	-	-	vasgeanker	-	-
vasbind	-	-	vasgebind	-	-
vasboei	-	-	vasgeboei	-	-
vasbout	-	-	vasgebout	-	-
vasbrand	-	-	vasgebrand	-	-
vasbyt	-	-	vasgebyt	-	-
vasdraai	-	-	vasgedraai	-	-
vasdruk	-	-	vasgedruk	-	-
vasdryf	-	-	vasgedryf	-	-
vasdrywe	-	-	vasgedrywe	-	-
vasent	-	-	vasgeënt	-	-
vasgespe	-	-	vasgegespe	-	-
vasgord	-	-	vasgegord	-	-
vasgordel	-	-	vasgegordel	-	-
vasgroei	-	-	vasgegroei	-	-
vasgryp	-	-	vasgegryp	-	-
vashaak	-	-	vasgehaak	-	-
vashardloop	-	-	vasgehardloop	-	-
vasheg	-	-	vasgeheg	-	-
vashou	-	-	vasgehou	-	-
vasja	-	-	vasgeja	-	-
vasjaag	-	-	vasgejaag	-	-
vasjae	-	-	vasgejae	-	-
vaskeer	-	-	vasgekeer	-	-
vasketting	-	-	vasgeketting	-	-
vasklamp	-	-	vasgeklamp	-	-
vaskleef	-	-	vasgekleef	-	-
vasklem	-	-	vasgeklem	-	-
vasklewe	-	-	vasgeklewe	-	-
vasklink	-	-	vasgeklink	-	-
vasklop	-	-	vasgeklop	-	-
vasklou	-	-	vasgeklou	-	-
vaskluister	-	-	vasgekluister	-	-
vasknel	-	-	vasgeknel	-	-
vasknoop	-	-	vasgeknoop	-	-
vasknyp	-	-	vasgeknyp	-	-
vaskoek	-	-	vasgekoek	-	-
vaskom	-	-	vasgekom	-	-
vaskoop	-	-	vasgekoop	-	-
vaskoppel	-	-	vasgekoppel	-	-
vaslak	-	-	vasgelak	-	-
vaslieg	-	-	vasgelieg	-	-
vasloop	-	-	vasgeloop	-	-
vaslym	-	-	vasgelym	-	-
vaslê	-	-	vasgelê	-	-
vasmaak	-	-	vasgemaak	-	-
vasmeer	-	-	vasgemeer	-	-
vasmessel	-	-	vasgemessel	-	-
vasnaai	-	-	vasgenaai	-	-
vasnael	-	-	vasgenael	-	-
vaspak	-	-	vasgepak	-	-
vaspen	-	-	vasgepen	-	-
vasplak	-	-	vasgeplak	-	-
vaspraat	-	-	vasgepraat	-	-
vasraak	-	-	vasgeraak	-	-
vasreën	-	-	vasgereën	-	-
vasroes	-	-	vasgeroes	-	-
vasry	-	-	vasgery	-	-
vasryg	-	-	vasgeryg	-	-
vassit	-	-	vasgesit	-	-
vasskop	-	-	vasgeskop	-	-
vasskroef	-	-	vasgeskroef	-	-
vasskroewe	-	-	vasgeskroewe	-	-
vasskryf	-	-	vasgeskryf	-	-
vasskuif	-	-	vasgeskuif	-	-
vasskuiwe	-	-	vasgeskuiwe	-	-
vasslaan	-	-	vasgeslaan	-	-
vasslinger	-	-	vasgeslinger	-	-
vassneeu	-	-	vasgesneeu	-	-
vassoldeer	-	-	vasgesoldeer	-	-
vasspeld	-	-	vasgespeld	-	-
vasspelde	-	-	vasgespelde	-	-
vasspyker	-	-	vasgespyker	-	-
vasstaan	-	-	vasgestaan	-	-
vasstamp	-	-	vasgestamp	-	-
vassteek	-	-	vasgesteek	-	-
vasstel	-	-	vasgestel	-	-
vasstrik	-	-	vasgestrik	-	-
vassuie	-	-	vasgesuie	-	-
vassuig	-	-	vasgesuig	-	-
vastrap	-	-	vasgetrap	-	-
vastrek	-	-	vasgetrek	-	-
vasval	-	-	vasgeval	-	-
vasvang	-	-	vasgevang	-	-
vasvat	-	-	vasgevat	-	-
vasvleg	-	-	vasgevleg	-	-
vasvlieg	-	-	vasgevlieg	-	-
vasvra	-	-	vasgevra	-	-
vasvries	-	-	vasgevries	-	-
vaswerk	-	-	vasgewerk	-	-
vaswoel	-	-	vasgewoel	-	-
vaswortel	-	-	vasgewortel	-	-
vasys	-	-	vasgeys	-	-
vat	-	-	-	vattende	-
veg	-	-	-	vegtende	-
vel	-	-	-	vellende	-
ver-Suid-Afrikaans	-	-	ver-Suid-Afrikaans	-	-
veraangenaam	-	-	veraangenaam	-	-
veraanskoulik	-	-	veraanskoulik	-	-
verabsoluteer	-	-	verabsoluteer	-	-
verabsoluut	-	-	verabsoluut	-	-
verafgod	-	-	verafgod	-	-
verafgood	-	-	verafgood	-	-
verafrikaans	-	-	verafrikaans	-	-
verafsku	-	-	verafsku	-	-
verag	-	-	verag	-	-
veragter	-	-	veragter	-	-
veragtvoudig	-	-	veragtvoudig	-	-
veragvoudig	-	-	veragvoudig	-	-
veralgemeen	-	-	veralgemeen	-	-
veramerikaans	-	-	veramerikaans	-	-
verander	-	-	verander	-	-
veranker	-	-	veranker	-	-
verantwoord	-	-	verantwoord	-	-
verarm	-	-	verarm	-	-
veras	-	-	veras	verassende	-
verassureer	-	-	verassureer	-	-
verbaas	-	-	verbaas	-	-
verbabbel	-	-	verbabbel	-	-
verban	-	-	verban	-	-
verbaster	-	-	verbaster	-	-
verbeel	-	-	verbeel	-	-
verbeeld	-	-	verbeeld	-	-
verbeen	-	-	verbeen	-	-
verberg	-	-	verberg	-	-
verbeter	-	-	verbeter	-	-
verbeur	-	-	verbeur	-	-
verbeusel	-	-	verbeusel	-	-
verbied	-	-	verbied	-	-
verbind	-	-	verbind	-	-
verbitter	-	-	verbitter	-	-
verbleek	-	-	verbleek	-	-
verbleik	-	-	verbleik	-	-
verblind	-	-	verblind	-	-
verbloem	-	-	verbloem	-	-
verbluf	-	-	verbluf	-	-
verbly	-	-	verbly	-	-
verblyf	-	-	verblyf	-	-
verboemel	-	-	verboemel	-	-
verbou	-	-	verbou	-	-
verbrak	-	-	verbrak	-	-
verbrand	-	-	verbrand	-	-
verbras	-	-	verbras	-	-
verbreed	-	-	verbreed	-	-
verbreek	-	-	verbreek	-	-
verbrei	-	-	verbrei	-	-
verbroddel	-	-	verbroddel	-	-
verbroeder	-	-	verbroeder	-	-
verbrokkel	-	-	verbrokkel	-	-
verbrons	-	-	verbrons	-	-
verbrou	-	-	verbrou	-	-
verbrui	-	-	verbrui	-	-
verbruik	-	-	verbruik	-	-
verbrysel	-	-	verbrysel	-	-
verbuie	-	-	verbuie	verbuiende	-
verbuig	-	-	verbuig	-	-
verbybeweeg	-	-	verbybeweeg	-	-
verbydryf	-	-	verbygedryf	-	-
verbydrywe	-	-	verbygedrywe	-	-
verbyflits	-	-	verbygeflits	-	-
verbygaan	-	-	verbygegaan	verbygaande	-
verbyglip	-	-	verbygeglip	-	-
verbygons	-	-	verbygegons	-	-
verbygroei	-	-	verbygegroei	-	-
verbyhardloop	-	-	verbygehardloop	-	-
verbykom	-	-	verbygekom	-	-
verbykruip	-	-	verbygekruip	-	-
verbylaat	-	-	verbygelaat	-	-
verbyloop	-	-	verbygeloop	-	-
verbymarsjeer	-	-	verbygemarsjeer	-	-
verbypraat	-	-	verbygepraat	-	-
verbyrol	-	-	verbygerol	-	-
verbysien	-	-	verbygesien	-	-
verbyskiet	-	-	verbygeskiet	-	-
verbyskuif	-	-	verbygeskuif	-	-
verbyskuiwe	-	-	verbygeskuiwe	-	-
verbyskuur	-	-	verbygeskuur	-	-
verbystap	-	-	verbygestap	-	-
verbysteek	-	-	verbygesteek	-	-
verbyster	-	-	verbyster	-	-
verbystreef	-	-	verbygestreef	-	-
verbystrewe	-	-	verbygestrewe	-	-
verbystroom	-	-	verbygestroom	-	-
verbytrek	-	-	verbygetrek	-	-
verbyvaar	-	-	verbygevaar	-	-
verbyvlieg	-	-	verbygevlieg	-	-
verbyvloei	-	-	verbygevloei	-	-
verchristelik	-	-	verchristelik	-	-
verchroom	-	-	verchroom	-	-
verdaag	-	-	verdaag	-	-
verdamp	-	-	verdamp	-	-
verdedig	-	-	verdedig	-	-
verdeel	-	-	verdeel	-	-
verdelg	-	-	verdelg	-	-
verderf	-	-	verderf	-	-
verderwe	-	-	verderwe	-	-
verdien	-	-	verdien	-	-
verdiep	-	-	verdiep	-	-
verdierlik	-	-	verdierlik	-	-
verdiets	-	-	verdiets	-	-
verdig	-	-	verdig	-	-
verdik	-	-	verdik	-	-
verdink	-	-	verdink	-	-
verdiskonteer	-	-	verdiskonteer	-	-
verdobbel	-	-	verdobbel	-	-
verdoel	-	-	verdoel	-	-
verdoem	-	-	verdoem	-	-
verdoesel	-	-	verdoesel	-	-
verdof	-	-	verdof	verdoffende	-
verdom	-	-	verdom	-	-
verdonker	-	-	verdonker	-	-
verdonkermaan	-	-	verdonkermaan	-	-
verdoof	-	-	verdoof	-	-
verdoop	-	-	verdoop	-	-
verdop	-	-	verdop	-	-
verdor	-	-	verdor	-	-
verdorwe	-	-	verdorwe	-	-
verdowe	-	-	verdowe	-	-
verdra	-	-	verdra	-	-
verdraai	-	-	verdraai	-	-
verdriedubbel	-	-	verdriedubbel	-	-
verdrievoudig	-	-	verdrievoudig	-	-
verdring	-	-	verdring	-	-
verdrink	-	-	verdrink	-	-
verdroog	-	-	verdroog	-	-
verdroom	-	-	verdroom	-	-
verdroë	-	-	verdroë	-	-
verdruk	-	-	verdruk	-	-
verdryf	-	-	verdryf	-	-
verdrywe	-	-	verdrywe	-	-
verdubbel	-	-	verdubbel	-	-
verduidelik	-	-	verduidelik	-	-
verduister	-	-	verduister	-	-
verduits	-	-	verduits	-	-
verdun	-	-	verdun	-	-
verduur	-	-	verduur	-	-
verduursaam	-	-	verduursaam	-	-
verdwaal	-	-	verdwaal	-	-
verdwaas	-	-	verdwaas	-	-
verdwerg	-	-	verdwerg	-	-
verdwyn	-	-	verdwyn	-	-
veredel	-	-	veredel	-	-
vereelt	-	-	vereelt	-	-
vereensaam	-	-	vereensaam	-	-
vereenselwig	-	-	vereenselwig	-	-
vereenvoudig	-	-	vereenvoudig	-	-
vereer	-	-	vereer	-	-
vereffen	-	-	vereffen	-	-
vereis	-	-	vereis	-	-
vereng	-	-	vereng	-	-
verengels	-	-	verengels	-	-
verenig	-	-	verenig	-	-
vererd	-	-	vererd	-	-
vererf	-	-	vererf	-	-
vererg	-	-	vererg	-	-
vererger	-	-	vererger	-	-
vererts	-	-	vererts	-	-
vererwe	-	-	vererwe	-	-
veretter	-	-	veretter	-	-
vereuropees	-	-	vereuropees	-	-
verewig	-	-	verewig	-	-
verf	-	-	-	verwende	-
verfilm	-	-	verfilm	-	-
verflens	-	-	verflens	-	-
verflenter	-	-	verflenter	-	-
verflou	-	-	verflou	-	-
verfoei	-	-	verfoei	-	-
verfoelie	-	-	verfoelie	-	-
verfoes	-	-	verfoes	-	-
verfomfaai	-	-	verfomfaai	-	-
verfonkfaai	-	-	verfonkfaai	-	-
verfraai	-	-	verfraai	-	-
verfrans	-	-	verfrans	-	-
verfris	-	-	verfris	-	-
verfrommel	-	-	verfrommel	-	-
verfyn	-	-	verfyn	-	-
vergaan	-	-	vergaan	-	-
vergaap	-	-	vergaap	-	-
vergaar	-	-	vergaar	-	-
vergader	-	-	vergader	-	-
vergal	-	-	vergal	-	-
vergaloppeer	-	-	vergaloppeer	-	-
vergalpeer	-	-	vergalpeer	-	-
vergas	-	-	vergas	-	-
vergeef	-	-	vergeef	vergewende	-
vergeel	-	-	vergeel	-	-
vergeestelik	-	-	vergeestelik	-	-
vergeet	-	-	vergeet	vergetende	-
vergeld	-	-	vergeld	-	-
vergelde	-	-	vergelde	-	-
vergelyk	-	-	vergelyk	-	-
vergemaklik	-	-	vergemaklik	-	-
vergesel	-	-	vergesel	-	-
vergespring	-	-	verspring	-	-
vergestalt	-	-	vergestalt	-	-
vergewe	-	-	vergewe	vergewende	-
vergewis	-	-	vergewis	-	-
vergiet	-	-	vergiet	-	-
vergiftig	-	-	vergiftig	-	-
vergis	-	-	vergis	-	-
verglaas	-	-	verglaas	-	-
verglans	-	-	verglans	-	-
vergletser	-	-	vergletser	-	-
verglim	-	-	verglim	-	-
vergly	-	-	vergly	-	-
vergoddelik	-	-	vergoddelik	-	-
vergoed	-	-	vergoed	-	-
vergoedelik	-	-	vergoedelik	-	-
vergoeilik	-	-	vergoeilik	-	-
vergoelik	-	-	vergoelik	-	-
vergood	-	-	vergood	-	-
vergooi	-	-	vergooi	-	-
vergrieks	-	-	vergrieks	-	-
vergroei	-	-	vergroei	-	-
vergroen	-	-	vergroen	-	-
vergroente	-	-	vergroente	-	-
vergrof	-	-	vergrof	-	-
vergroot	-	-	vergroot	-	-
vergruis	-	-	vergruis	-	-
vergryp	-	-	vergryp	-	-
vergrys	-	-	vergrys	-	-
verguis	-	-	verguis	-	-
verguld	-	-	verguld	-	-
vergun	-	-	vergun	-	-
verhaal	-	-	verhaal	-	-
verhaar	-	-	verhaar	-	-
verhaas	-	-	verhaas	-	-
verhandel	-	-	verhandel	-	-
verhang	-	-	verhang	-	-
verhard	-	-	verhard	-	-
verhaspel	-	-	verhaspel	-	-
verheel	-	-	verheel	-	-
verheerlik	-	-	verheerlik	-	-
verhef	-	-	verhef	-	-
verheiden	-	-	verheiden	-	-
verheidens	-	-	verheidens	-	-
verheimlik	-	-	verheimlik	-	-
verhelder	-	-	verhelder	-	-
verhelp	-	-	verhelp	-	-
verheug	-	-	verheug	-	-
verhewig	-	-	verhewig	-	-
verhinder	-	-	verhinder	-	-
verhipotekeer	-	-	verhipotekeer	-	-
verhit	-	-	verhit	-	-
verhoed	-	-	verhoed	-	-
verhoede	-	-	verhoede	-	-
verhollands	-	-	verhollands	-	-
verhonderdvoudig	-	-	verhonderdvoudig	-	-
verhonger	-	-	verhonger	-	-
verhoog	-	-	verhoog	-	-
verhoor	-	-	verhoor	-	-
verhoorn	-	-	verhoorn	-	-
verhoring	-	-	verhoring	-	-
verhout	-	-	verhout	-	-
verhovaardig	-	-	verhovaardig	-	-
verhuis	-	-	verhuis	-	-
verhul	-	-	verhul	-	-
verhuur	-	-	verhuur	-	-
verinnerlik	-	-	verinnerlik	-	-
verinnig	-	-	verinnig	-	-
verja	-	-	verja	-	-
verjaag	-	-	verjaag	-	-
verjaar	-	-	verjaar	-	-
verjae	-	-	verjae	-	-
verjel	-	-	verjel	-	-
verjong	-	-	verjong	-	-
verjoods	-	-	verjoods	-	-
verkalk	-	-	verkalk	-	-
verkanker	-	-	verkanker	-	-
verkap	-	-	verkap	-	-
verkas	-	-	verkas	-	-
verken	-	-	verken	-	-
verkerf	-	-	verkerf	-	-
verketter	-	-	verketter	-	-
verkies	-	-	verkies	-	-
verkil	-	-	verkil	-	-
verkinderlik	-	-	verkinderlik	-	-
verkiwi	-	-	verkiwi	-	-
verkla	-	-	verkla	-	-
verklaag	-	-	verklaag	-	-
verklaar	-	-	verklaar	verklarende	-
verklae	-	-	verklae	-	-
verklank	-	-	verklank	-	-
verklap	-	-	verklap	-	-
verklee	-	-	verklee	-	-
verkleed	-	-	verkleed	-	-
verkleef	-	-	verkleef	-	-
verklein	-	-	verklein	-	-
verkleineer	-	-	verkleineer	-	-
verkleur	-	-	verkleur	-	-
verklewe	-	-	verklewe	-	-
verklik	-	-	verklik	-	-
verkluim	-	-	verkluim	-	-
verkneg	-	-	verkneg	-	-
verkneukel	-	-	verkneukel	-	-
verkneuter	-	-	verkneuter	-	-
verknies	-	-	verknies	-	-
verknip	-	-	verknip	-	-
verknoei	-	-	verknoei	-	-
verknoop	-	-	verknoopte	-	-
verkoel	-	-	verkoel	-	-
verkommer	-	-	verkommer	-	-
verkondig	-	-	verkondig	-	-
verkonkel	-	-	verkonkel	-	-
verkook	-	-	verkook	-	-
verkooks	-	-	verkooks	-	-
verkool	-	-	verkool	-	-
verkoop	-	-	verkoop	-	-
verkoper	-	-	verkoper	-	-
verkorrel	-	-	verkorrel	-	-
verkors	-	-	verkors	-	-
verkort	-	-	verkort	-	-
verkrag	-	-	verkrag	-	-
verkreukel	-	-	verkreukel	-	-
verkrimp	-	-	verkrimp	-	-
verkrom	-	-	verkrom	-	-
verkrop	-	-	verkrop	-	-
verkrummel	-	-	verkrummel	-	-
verkry	-	-	verkry	-	-
verkul	-	-	verkul	-	-
verkwalik	-	-	verkwalik	-	-
verkwansel	-	-	verkwansel	-	-
verkwik	-	-	verkwik	-	-
verkwis	-	-	verkwis	-	-
verkwyn	-	-	verkwyn	-	-
verkyk	-	-	verkyk	-	-
verlaag	-	-	verlaag	-	-
verlaat	-	-	verlaat	-	-
verlak	-	-	verlak	-	-
verlam	-	-	verlam	-	-
verlang	-	-	verlang	-	-
verlangsaam	-	-	verlangsaam	-	-
verlatyns	-	-	verlatyns	-	-
verleen	-	-	verleen	-	-
verleer	-	-	verleer	-	-
verlei	-	-	verlei	-	-
verlekker	-	-	verlekker	-	-
verleng	-	-	verleng	-	-
verlep	-	-	verlep	-	-
verlewendig	-	-	verlewendig	-	-
verliederlik	-	-	verliederlik	-	-
verlig	-	-	verlig	-	-
verliggaamlik	-	-	verliggaamlik	-	-
verlok	-	-	verlok	-	-
verlood	-	-	verlood	-	-
verloof	-	-	verloof	-	-
verloop	-	-	verloop	-	-
verloor	-	-	verloor	-	-
verloot	-	-	verloot	-	-
verlos	-	-	verlos	-	-
verlowe	-	-	verlowe	-	-
verloën	-	-	verloën	-	-
verlug	-	-	verlug	-	-
verluier	-	-	verluier	-	-
verlustig	-	-	verlustig	-	-
verly	-	-	verly	-	-
verlê	-	-	verlê	-	-
vermaagskap	-	-	vermaagskap	-	-
vermaak	-	-	vermaak	vermakende	-
vermaan	-	-	vermaan	-	-
vermaer	-	-	vermaer	-	-
vermag	-	-	vermag	-	-
verman	-	-	verman	-	-
vermeer	-	-	vermeer	-	-
vermeerder	-	-	vermeerder	-	-
vermeester	-	-	vermeester	-	-
vermeet	-	-	vermeet	-	-
vermei	-	-	vermei	-	-
vermeld	-	-	vermeld	-	-
vermeng	-	-	vermeng	-	-
vermenigvuldig	-	-	vermenigvuldig	-	-
vermenslik	-	-	vermenslik	-	-
vermikrofilm	-	-	vermikrofilm	-	-
verminder	-	-	verminder	-	-
vermink	-	-	vermink	-	-
vermis	-	-	vermis	-	-
vermoed	-	-	vermoed	-	-
vermoei	-	-	vermoei	-	-
vermolm	-	-	vermolm	-	-
vermom	-	-	vermom	-	-
vermooi	-	-	vermooi	-	-
vermoor	-	-	vermoor	-	-
vermors	-	-	vermors	-	-
vermorsel	-	-	vermorsel	-	-
vermuf	-	-	vermuf	-	-
vermurf	-	-	vermurf	-	-
vermurwe	-	-	vermurwe	-	-
vermy	-	-	vermy	-	-
vernael	-	-	vernael	-	-
vernag	-	-	vernag	-	-
verneder	-	-	verneder	-	-
vernederlands	-	-	vernederlands	-	-
verneem	-	-	verneem	-	-
verneuk	-	-	verneuk	-	-
vernewel	-	-	vernewel	-	-
verniel	-	-	verniel	-	-
vernietig	-	-	vernietig	-	-
vernieu	-	-	vernieu	-	-
vernikkel	-	-	vernikkel	-	-
vernis	-	-	vernis	-	-
vernoem	-	-	vernoem	-	-
vernou	-	-	vernou	-	-
vernu	-	-	vernu	-	-
vernuwe	-	-	vernuwe	-	-
veronaangenaam	-	-	veronaangenaam	-	-
veronagsaam	-	-	veronagsaam	-	-
veronderstel	-	-	veronderstel	-	-
verongeluk	-	-	verongeluk	-	-
verongelyk	-	-	verongelyk	-	-
veronreg	-	-	veronreg	-	-
verontagsaam	-	-	verontagsaam	-	-
verontheilig	-	-	verontheilig	-	-
verontmenslik	-	-	verontmenslik	-	-
verontreg	-	-	verontreg	-	-
verontreinig	-	-	verontreinig	-	-
verontrief	-	-	verontrief	-	-
verontrus	-	-	verontrus	-	-
verontskuldig	-	-	verontskuldig	-	-
veroordeel	-	-	veroordeel	-	-
veroorloof	-	-	veroorloof	-	-
veroorlowe	-	-	veroorlowe	-	-
veroorsaak	-	-	veroorsaak	-	-
verootmoedig	-	-	verootmoedig	-	-
verorber	-	-	verorber	-	-
verorden	-	-	verorden	-	-
verordineer	-	-	verordineer	-	-
verouder	-	-	verouder	-	-
verower	-	-	verower	-	-
verpag	-	-	verpag	-	-
verpak	-	-	verpak	-	-
verpand	-	-	verpand	-	-
verpas	-	-	verpas	verpassende	-
verpersoonlik	-	-	verpersoonlik	-	-
verpes	-	-	verpes	-	-
verpiep	-	-	verpiep	-	-
verplaas	-	-	verplaas	-	-
verplant	-	-	verplant	-	-
verpleeg	-	-	verpleeg	-	-
verpleet	-	-	verpleet	-	-
verpletter	-	-	verpletter	-	-
verpleë	-	-	verpleë	-	-
verplig	-	-	verplig	-	-
verpoeier	-	-	verpoeier	-	-
verpolitiek	-	-	verpolitiek	-	-
verpolitiseer	-	-	verpolitiseer	-	-
verpoos	-	-	verpoos	-	-
verpop	-	-	verpop	-	-
verpot	-	-	verpot	-	-
verpraat	-	-	verpraat	-	-
verpulp	-	-	verpulp	-	-
verpulwer	-	-	verpulwer	-	-
verraai	-	-	verraai	-	-
verras	-	-	verras	verrassende	-
verredelik	-	-	verredelik	-	-
verreent	-	-	verreent	-	-
verrek	-	-	verrek	-	-
verreken	-	-	verreken	-	-
verreën	-	-	verreën	-	-
verrig	-	-	verrig	-	-
verrimpel	-	-	verrimpel	-	-
verrinneweer	-	-	verrinneweer	-	-
verroer	-	-	verroer	-	-
verroes	-	-	verroes	-	-
verromaans	-	-	verromaans	-	-
verroom	-	-	verroom	-	-
verrooms	-	-	verrooms	-	-
verrot	-	-	verrot	verrottende	-
verruil	-	-	verruil	-	-
verruim	-	-	verruim	-	-
verruk	-	-	verruk	-	-
verryk	-	-	verryk	-	-
verrys	-	-	verrys	-	-
versaag	-	-	versaag	-	-
versaak	-	-	versaak	versakende	-
versadig	-	-	versadig	-	-
versag	-	-	versag	-	-
versamel	-	-	versamel	-	-
versand	-	-	versand	-	-
versap	-	-	versap	-	-
verseep	-	-	verseep	-	-
verseg	-	-	verseg	-	-
verseil	-	-	verseil	-	-
verseker	-	-	verseker	-	-
versend	-	-	versend	-	-
verseng	-	-	verseng	-	-
versesvoudig	-	-	versesvoudig	-	-
verset	-	-	verset	-	-
versewevoudig	-	-	versewevoudig	-	-
verseël	-	-	verseël	-	-
versiek	-	-	versiek	-	-
versien	-	-	versien	-	-
versier	-	-	versier	-	-
versilwer	-	-	versilwer	-	-
versin	-	-	versin	versinnende	-
versink	-	-	versink	-	-
versinlik	-	-	versinlik	-	-
versinnebeeld	-	-	versinnebeeld	-	-
versit	-	-	versit	-	-
verskaal	-	-	verskaal	-	-
verskaf	-	-	verskaf	-	-
verskans	-	-	verskans	-	-
verskeep	-	-	verskeep	verskepende	-
verskerf	-	-	verskerf	-	-
verskerp	-	-	verskerp	-	-
verskerwe	-	-	verskerwe	-	-
verskeur	-	-	verskeur	-	-
verskiet	-	-	verskiet	-	-
verskik	-	-	verskik	-	-
verskil	-	-	verskil	-	-
verskilfer	-	-	verskilfer	-	-
verskimmel	-	-	verskimmel	-	-
verskoon	-	-	verskoon	-	-
verskop	-	-	verskop	-	-
verskraal	-	-	verskraal	-	-
verskree	-	-	verskree	-	-
verskreeu	-	-	verskreeu	-	-
verskriftelik	-	-	verskriftelik	-	-
verskrik	-	-	verskrik	-	-
verskroei	-	-	verskroei	-	-
verskrompel	-	-	verskrompel	-	-
verskryf	-	-	verskryf	-	-
verskrywe	-	-	verskrywe	-	-
verskuif	-	-	verskuif	-	-
verskuil	-	-	verskuil	-	-
verskuiwe	-	-	verskuiwe	-	-
verskuldig	-	-	verskuldig	-	-
verskyn	-	-	verskyn	-	-
verslaaf	-	-	verslaaf	-	-
verslaan	-	-	verslaan	verslaande	-
verslaap	-	-	verslaap	-	-
verslag	verslap	-	verslap	-	-
verslank	-	-	verslank	-	-
verslawe	-	-	verslawe	-	-
versleg	-	-	versleg	verslegtende	-
verslenter	-	-	verslenter	-	-
versleutel	-	-	versleutel	-	-
verslib	-	-	verslib	-	-
verslind	-	-	verslind	-	-
verslinger	-	-	verslinger	-	-
verslons	-	-	verslons	-	-
versluier	-	-	versluier	-	-
versluk	-	-	versluk	-	-
verslyk	-	-	verslyk	-	-
verslyt	-	-	verslyt	-	-
versmaad	-	-	versmaad	-	-
versmaai	-	-	versmaai	-	-
versmag	-	-	versmag	-	-
versmal	-	-	versmal	-	-
versmelt	-	-	versmelt	-	-
versmoor	-	-	versmoor	-	-
versnel	-	-	versnel	-	-
versnipper	-	-	versnipper	-	-
versny	-	-	versny	-	-
versober	-	-	versober	-	-
versoek	-	-	versoek	-	-
versoen	-	-	versoen	-	-
versoet	-	-	versoet	-	-
versomber	-	-	versomber	-	-
versondig	-	-	versondig	-	-
versool	-	-	versool	-	-
versorg	-	-	versorg	-	-
versout	-	-	versout	-	-
verspaander	-	-	verspaander	-	-
verspaans	-	-	verspaans	-	-
verspeel	-	-	verspeel	-	-
versper	-	-	versper	-	-
verspied	-	-	verspied	-	-
verspil	-	-	verspil	verspillende	-
versplinter	-	-	versplinter	-	-
verspoel	-	-	verspoel	-	-
verspoor	-	-	verspoor	-	-
verspreek	-	-	verspreek	-	-
versprei	-	-	versprei	-	-
verspring	-	-	verspring	-	-
verstaal	-	-	verstaal	-	-
verstaan	-	-	verstaan	verstaande	-
verstar	-	-	verstar	-	-
verstedelik	-	-	verstedelik	-	-
versteek	-	-	versteek	-	-
versteen	-	-	versteen	-	-
verstel	-	-	verstel	-	-
versterf	-	-	versterf	-	-
versterk	-	-	versterk	-	-
versterwe	-	-	versterwe	-	-
versteur	-	-	versteur	-	-
verstewig	-	-	verstewig	-	-
verstik	-	-	verstik	-	-
verstil	-	-	verstil	-	-
verstof	-	-	verstof	-	-
verstoflik	-	-	verstoflik	-	-
verstom	-	-	verstom	-	-
verstomp	-	-	verstomp	-	-
verstook	-	-	verstook	-	-
verstoor	-	-	verstoor	-	-
verstoot	-	-	verstoot	-	-
verstop	-	-	verstop	-	-
verstout	-	-	verstout	-	-
verstrak	-	-	verstrak	-	-
verstram	-	-	verstram	-	-
verstrek	-	-	verstrek	-	-
verstrengel	-	-	verstrengel	-	-
verstrik	-	-	verstrik	-	-
verstrooi	-	-	verstrooi	-	-
verstryk	-	-	verstryk	-	-
verstuif	-	-	verstuif	-	-
verstuit	-	-	verstuit	-	-
verstuiwe	-	-	verstuiwe	-	-
verstyf	-	-	verstyf	-	-
verstywe	-	-	verstywe	-	-
versuf	-	-	versuf	-	-
versuiker	-	-	versuiker	-	-
versuim	-	-	versuim	-	-
versuip	-	-	versuip	-	-
versukkel	-	-	versukkel	-	-
versuur	-	-	versuur	-	-
verswaar	-	-	verswaar	-	-
verswaer	-	-	verswaer	-	-
verswak	-	-	verswak	-	-
versweer	-	-	versweer	-	-
verswelg	-	-	verswelg	-	-
verswendel	-	-	verswendel	-	-
verswik	-	-	verswik	-	-
verswind	-	-	verswind	-	-
verswye	-	-	verswye	-	-
verswyg	-	-	verswyg	-	-
versôre	-	-	versôre	-	-
vertaal	-	-	vertaal	vertalende	-
