# lemma	prs1sg	prs2sg	prs3sg	prs1pl	prs2pl	prs3pl	sbjv3	imp2sg	ptcp	ger	ipfv1sg	pfv3sg ("-" = derive)
tria	triez	triezi	triază	triem	triați	triază	trieze	triază	triat	triind	triam	trie
triera	trier	trieri	trieră	trierăm	trierați	trieră	triere	trieră	trierat	trierând	trieram	trieră
trifui	trifuiesc	trifuiești	trifuiește	trifuim	trifuiți	trifuiesc	trifuiască	trifuiește	trifuit	trifuind	trifuiam	trifui
trilui	triluiesc	triluiești	triluiește	triluim	triluiți	triluiesc	triluiască	triluiește	triluit	triluind	triluiam	trilui
trimete	-	-	-	-	-	-	-	-	trimes	trimețând	-	trimese
trimite	-	-	-	-	-	-	-	-	trimis	trimițând	-	trimise
tripudia	tripudiez	tripudiezi	tripudiază	tripudiem	tripudiați	tripudiază	tripudieze	tripudiază	tripudiat	tripudiind	tripudiam	tripudie
triseca	trisec	triseci	trisecă	trisecăm	trisecați	trisecă	trisece	trisecă	trisecat	trisecând	trisecam	trisecă
tropoi	tropoi	tropoi	tropoie	tropoim	tropoiți	tropoie	tropoie	tropoie	tropoit	tropoind	tropoiam	tropoi
tropăi	tropăi	tropăi	tropăie	tropăim	tropăiți	tropăie	tropăie	tropăie	tropăit	tropăind	tropăiam	tropăi
trunchia	trunchiez	trunchiezi	trunchiază	trunchiem	trunchiați	trunchiază	trunchieze	trunchiază	trunchiat	trunchiind	trunchiam	trunchie
trăi	trăiesc	trăiești	trăiește	trăim	trăiți	trăiesc	trăiască	trăiește	trăit	trăind	trăiam	trăi
trămite	-	-	-	-	-	-	-	-	trămis	trămițând	-	trămise
trătălui	trătăluiesc	trătăluiești	trătăluiește	trătăluim	trătăluiți	trătăluiesc	trătăluiască	trătăluiește	trătăluit	trătăluind	trătăluiam	trătălui
tui	tuiesc	tuiești	tuiește	tuim	tuiți	tuiesc	tuiască	tuiește	tuit	tuind	tuiam	tui
tulumbui	tulumbuiesc	tulumbuiești	tulumbuiește	tulumbuim	tulumbuiți	tulumbuiesc	tulumbuiască	tulumbuiește	tulumbuit	tulumbuind	tulumbuiam	tulumbui
tumefia	-	-	-	-	-	-	-	-	-	-	-	tumefie
tunde	-	-	-	-	-	-	-	-	tuns	tunzând	-	tunse
tuplica	tuplic	tuplici	tuplică	-	-	tuplică	tuplice	tuplică	-	-	-	-
turlui	turluiesc	turluiești	turluiește	turluim	turluiți	turluiesc	turluiască	turluiește	turluit	turluind	turluiam	turlui
turui	turui	turui	turuie	turuim	turuiți	turuie	turuie	turuie	turuit	turuind	turuiam	turui
tutui	tutuiesc	tutuiești	tutuiește	tutuim	tutuiți	tutuiesc	tutuiască	tutuiește	tutuit	tutuind	tutuiam	tutui
tâcâi	tâcâiesc	tâcâiești	tâcâiește	tâcâim	tâcâiți	tâcâiesc	tâcâiască	tâcâiește	tâcâit	tâcâind	tâcâiam	tâcâi
tâlbâcâi	tâlbâcâi	tâlbâcâi	tâlbâcâie	tâlbâcâim	tâlbâcâiți	tâlbâcâie	tâlbâcâiască	tâlbâcâie	tâlbâcâit	tâlbâcâind	tâlbâcâiam	tâlbâcâi
tâlcui	tâlcuiesc	tâlcuiești	tâlcuiește	tâlcuim	tâlcuiți	tâlcuiesc	tâlcuiască	tâlcuiește	tâlcuit	tâlcuind	tâlcuiam	tâlcui
tâlhui	tâlhuiesc	tâlhuiești	tâlhuiește	tâlhuim	tâlhuiți	tâlhuiesc	tâlhuiască	tâlhuiește	tâlhuit	tâlhuind	tâlhuiam	tâlhui
tângui	tânguiesc	tânguiești	tânguiește	tânguim	tânguiți	tânguiesc	tânguiască	tânguiește	tânguit	tânguind	tânguiam	tângui
târgui	târguiesc	târguiești	târguiește	târguim	târguiți	târguiesc	târguiască	târguiește	târguit	târguind	târguiam	târgui
târnui	târnuiesc	târnuiești	târnuiește	târnuim	târnuiți	târnuiesc	târnuiască	târnuiește	târnuit	târnuind	târnuiam	târnui
târnâi	târnâi	târnâi	târnâie	târnâim	târnâiți	târnâie	târnâiască	târnâie	târnâit	târnâind	târnâiam	târnâi
târtăi	târtăi	târtăi	târtăie	târtăim	târtăiți	târtăie	târtăie	târtăie	târtăit	târtăind	târtăiam	târtăi
târâi	târâi	târâi	târâie	târâim	târâiți	târâie	târâie	târâie	târâit	târâind	târâiam	târâi
târșii	târșii	târșii	-	târșiim	târșiiți	-	-	-	târșiit	târșiind	-	târșii
târșui	târșuiesc	târșuiești	târșuiește	târșuim	târșuiți	târșuiesc	târșuiască	târșuiește	târșuit	târșuind	târșuiam	târșui
târșâi	târșâi	târșâi	târșâie	târșâim	târșâiți	târșâie	târșâie	târșâie	târșâit	târșâind	târșâiam	târșâi
tăblui	tăbluiesc	tăbluiești	tăbluiește	tăbluim	tăbluiți	tăbluiesc	tăbluiască	tăbluiește	tăbluit	tăbluind	tăbluiam	tăblui
tăbărî	tabăr	taberi	tabără	tăbărâm	tăbărâți	tabără	tabere	tabără	tăbărât	tăbărând	tăbăram	tăbărî
tăcea	tac	taci	tace	tăcem	tăceți	tac	tacă	-	tăcut	tăcând	tăceam	tăcu
tăcăi	tăcăiesc	tăcăiești	tăcăiește	tăcăim	tăcăiți	tăcăiesc	tăcăiască	tăcăiește	tăcăit	tăcăind	tăcăiam	tăcăi
tăgădui	tăgăduiesc	tăgăduiești	tăgăduiește	tăgăduim	tăgăduiți	tăgăduiesc	tăgăduiască	tăgăduiește	tăgăduit	tăgăduind	tăgăduiam	tăgădui
tăia	tai	tai	taie	tăiem	tăiați	taie	taie	taie	tăiat	tăind	tăiam	tăie
tăifăsui	tăifăsuiesc	tăifăsuiești	tăifăsuiește	tăifăsuim	tăifăsuiți	tăifăsuiesc	tăifăsuiască	tăifăsuiește	tăifăsuit	tăifăsuind	tăifăsuiam	tăifăsui
tăinui	tăinuiesc	tăinuiești	tăinuiește	tăinuim	tăinuiți	tăinuiesc	tăinuiască	tăinuiește	tăinuit	tăinuind	tăinuiam	tăinui
tălmăzui	tălmăzuiesc	tălmăzuiești	tălmăzuiește	tălmăzuim	tălmăzuiți	tălmăzuiesc	tălmăzuiască	tălmăzuiește	tălmăzuit	tălmăzuind	tălmăzuiam	tălmăzui
tălpui	tălpuiesc	tălpuiești	tălpuiește	tălpuim	tălpuiți	tălpuiesc	tălpuiască	tălpuiește	tălpuit	tălpuind	tălpuiam	tălpui
tălpălui	tălpăluiesc	tălpăluiești	tălpăluiește	tălpăluim	tălpăluiți	tălpăluiesc	tălpăluiască	tălpăluiește	tălpăluit	tălpăluind	tălpăluiam	tălpălui
tălălăi	tălălăiesc	tălălăiești	tălălăiește	tălălăim	tălălăiți	tălălăiesc	tălălăiască	tălălăiește	tălălăit	tălălăind	tălălăiam	tălălăi
tălăzui	-	-	tălăzuiește	-	-	tălăzuiesc	tălăzuiască	-	tălăzuit	tălăzuind	-	tălăzui
tămâia	tămâiez	tămâiezi	tămâiază	tămâiem	tămâiați	tămâiază	tămâieze	tămâiază	tămâiat	tămâind	tămâiam	tămâie
tămânda	tămând	tămânzi	tămândă	-	-	tămândă	tămânde	tămândă	-	-	-	-
tămădui	tămăduiesc	tămăduiești	tămăduiește	tămăduim	tămăduiți	tămăduiesc	tămăduiască	tămăduiește	tămăduit	tămăduind	tămăduiam	tămădui
tăndăni	-	-	tăndăne	-	-	tăndăne	tăndăne	-	tăndănit	tăndănind	-	tăndăni
tăpălăi	tăpălăiesc	tăpălăiești	tăpălăiește	tăpălăim	tăpălăiți	tăpălăiesc	tăpălăiască	tăpălăiește	tăpălăit	tăpălăind	tăpălăiam	tăpălăi
tărăgăi	tărăgăiesc	tărăgăiești	tărăgăiește	tărăgăim	tărăgăiți	tărăgăiesc	tărăgăiască	tărăgăiește	tărăgăit	tărăgăind	tărăgăiam	tărăgăi
tărăgăia	tărăgăiez	tărăgăiezi	tărăgăiază	tărăgăiem	tărăgăiați	tărăgăiază	tărăgăieze	tărăgăiază	tărăgăiat	tărăgăind	tărăgăiam	tărăgăie
tărărui	tărăruiesc	tărăruiești	tărăruiește	tărăruim	tărăruiți	tărăruiesc	tărăruiască	tărăruiește	tărăruit	tărăruind	tărăruiam	tărărui
tăui	-	-	tăuiește	-	-	tăuiesc	tăuiască	-	tăuit	tăuind	-	tăui
tășca	tașc	taști	tașcă	tășcăm	tășcați	tașcă	taște	tașcă	tășcat	tășcând	tășcam	tășcă
ucede	uced	ucezi	ucede	ucedem	ucedeți	uced	ucedă	ucede	uces	ucegând	ucedeam	ucese
ucide	-	-	-	-	-	-	-	-	ucis	ucigând	-	ucise
uciga	ucig	ucigi	ucigă	-	-	ucigă	ucige	ucigă	-	-	-	-
ucii	uciesc	uciești	uciește	uciim	uciiți	uciesc	uciască	uciește	uciit	uciind	uciam	ucii
ugui	-	-	uguie	-	-	uguie	uguie	-	uguit	uguind	-	ugui
ui	uiesc	uiești	uiește	uim	uiți	uiesc	uiască	uiește	uit	uind	uiam	ui
ujui	-	-	ujuie	-	-	ujuie	ujuiască	-	ujuit	ujuind	-	ujui
uleia	uleiez	uleiezi	uleiază	uleiem	uleiați	uleiază	uleieze	uleiază	uleiat	uleind	uleiam	uleie
ultragia	ultragiez	ultragiezi	ultragiază	ultragiem	ultragiați	ultragiază	ultragieze	ultragiază	ultragiat	ultragiind	ultragiam	ultragie
ului	uluiesc	uluiești	uluiește	uluim	uluiți	uluiesc	uluiască	uluiește	uluit	uluind	uluiam	ului
umbla	umblu	umbli	umblă	umblăm	umblați	umblă	umble	umblă	umblat	umblând	umblam	umblă
umfla	umflu	umfli	umflă	umflăm	umflați	umflă	umfle	umflă	umflat	umflând	umflam	umflă
umple	umplu	umpli	umple	umplem	umpleți	umplu	umple	umple	umplut	umplând	umpleam	umplu
undoi	undoiesc	undoiești	undoiește	undoim	undoiți	undoiesc	undoiască	undoiește	undoit	undoind	undoiam	undoi
undoia	undoiez	undoiezi	undoiază	undoiem	undoiați	undoiază	undoieze	undoiază	undoiat	undoind	undoiam	undoie
undui	unduiesc	unduiești	unduiește	unduim	unduiți	unduiesc	unduiască	unduiește	unduit	unduind	unduiam	undui
unge	-	-	-	-	-	-	-	-	uns	-	-	unse
upovăi	upovăiesc	upovăiești	upovăiește	upovăim	upovăiți	upovăiesc	upovăiască	upovăiește	upovăit	upovăind	upovăiam	upovăi
urdui	urduiesc	urduiești	urduiește	urduim	urduiți	urduiesc	urduiască	urduiește	urduit	urduind	urduiam	urdui
urechea	urechez	urechezi	urechează	urechem	urecheați	urechează	urecheze	urechează	urecheat	urechind	urecheam	ureche
urla	urlu	urli	urlă	urlăm	urlați	urlă	urle	urlă	urlat	urlând	urlam	urlă
urlui	urluiesc	urluiești	urluiește	urluim	urluiți	urluiesc	urluiască	urluiește	urluit	urluind	urluiam	urlui
urui	uruiesc	uruiești	uruiește	uruim	uruiți	uruiesc	uruiască	uruiește	uruit	uruind	uruiam	urui
usca	usuc	usuci	usucă	uscăm	uscați	usucă	usuce	usucă	uscat	uscând	uscam	uscă
usturoia	usturoiez	usturoiezi	usturoiază	usturoiem	usturoiați	usturoiază	usturoieze	usturoiază	usturoiat	usturoind	usturoiam	usturoie
usuca	usuc	usuci	usucă	-	-	usucă	usuce	usucă	-	-	-	-
utălui	utăluiesc	utăluiești	utăluiește	utăluim	utăluiți	utăluiesc	utăluiască	utăluiește	utăluit	utăluind	utăluiam	utălui
ușui	ușuiesc	ușuiești	ușuiește	ușuim	ușuiți	ușuiesc	ușuiască	ușuiește	ușuit	ușuind	ușuiam	ușui
va	-	-	va	-	-	-	-	va	-	-	-	-
varia	variez	variezi	variază	variem	variați	variază	varieze	variază	variat	variind	variam	varie
vecui	vecuiesc	vecuiești	vecuiește	vecuim	vecuiți	vecuiesc	vecuiască	vecuiește	vecuit	vecuind	vecuiam	vecui
vedea	văd	vezi	vede	vedem	vedeți	văd	vadă	vezi	văzut	văzând	vedeam	văzu
veghea	veghez	veghezi	veghează	veghem	vegheați	veghează	vegheze	veghează	vegheat	veghind	vegheam	veghe
veghia	veghiez	veghiezi	veghiază	veghiem	veghiați	veghiază	veghieze	veghiază	veghiat	veghiind	veghiam	veghie
veni	vin	vii	vine	venim	veniți	vin	vină	vino	venit	venind	veneam	veni
vergui	verguiesc	verguiești	verguiește	verguim	verguiți	verguiesc	verguiască	verguiește	verguit	verguind	verguiam	vergui
versui	versuiesc	versuiești	versuiește	versuim	versuiți	versuiesc	versuiască	versuiește	versuit	versuind	versuiam	versui
verui	veruiesc	veruiești	veruiește	veruim	veruiți	veruiesc	veruiască	veruiește	veruit	veruind	veruiam	verui
verzui	verzuiesc	verzuiești	verzuiește	verzuim	verzuiți	verzuiesc	verzuiască	verzuiește	verzuit	verzuind	verzuiam	verzui
vestegălui	vestegăluiesc	vestegăluiești	vestegăluiește	vestegăluim	vestegăluiți	vestegăluiesc	vestegăluiască	vestegăluiește	vestegăluit	vestegăluind	vestegăluiam	vestegălui
via	viez	viezi	viază	viem	viați	viază	vieze	viază	viat	viind	viam	vie
vicia	viciez	viciezi	viciază	viciem	viciați	viciază	vicieze	viciază	viciat	viciind	viciam	vicie
viermui	viermuiesc	viermuiești	viermuiește	viermuim	viermuiți	viermuiesc	viermuiască	viermuiește	viermuit	viermuind	viermuiam	viermui
viersui	viersuiesc	viersuiești	viersuiește	viersuim	viersuiți	viersuiesc	viersuiască	viersuiește	viersuit	viersuind	viersuiam	viersui
viețui	viețuiesc	viețuiești	viețuiește	viețuim	viețuiți	viețuiesc	viețuiască	viețuiește	viețuit	viețuind	viețuiam	viețui
vinde	vând	vinzi	vinde	vindem	vindeți	vând	vândă	vinde	vândut	vânzând	vindeam	vându
vindeca	vindec	vindeci	vindecă	vindecăm	vindecați	vindecă	vindece	vindecă	vindecat	vindecând	vindecam	vindecă
vinge	-	-	-	-	-	-	-	-	vins	-	-	vinse
vinui	vinuiesc	vinuiești	vinuiește	vinuim	vinuiți	vinuiesc	vinuiască	vinuiește	vinuit	vinuind	vinuiam	vinui
vitrifia	vitrifiez	vitrifiezi	vitrifiază	vitrifiem	vitrifiați	vitrifiază	vitrifieze	vitrifiază	vitrifiat	vitrifiind	vitrifiam	vitrifie
vitrui	-	-	vitruiește	-	-	vitruiesc	vitruiască	-	vitruit	vitruind	-	vitrui
vivifia	vivifiez	vivifiezi	vivifiază	vivifiem	vivifiați	vivifiază	vivifieze	vivifiază	vivifiat	vivifiind	vivifiam	vivifie
viția	-	-	-	-	-	-	-	-	-	-	-	viție
vlădui	vlăduiesc	vlăduiești	vlăduiește	vlăduim	vlăduiți	vlăduiesc	vlăduiască	vlăduiește	vlăduit	vlăduind	vlăduiam	vlădui
vlăgui	vlăguiesc	vlăguiești	vlăguiește	vlăguim	vlăguiți	vlăguiesc	vlăguiască	vlăguiește	vlăguit	vlăguind	vlăguiam	vlăgui
voame	vom	vomi	voame	voamem	voameți	vom	voamă	voame	vomut	vomând	vomeam	vomu
voi	voiesc	voiești	voiește	voim	voiți	voiesc	voiască	voiește	voit	voind	voiam	voi
volbura	-	-	volbură	-	-	volbură	volbure	-	-	-	-	-
voluntaria	voluntariez	voluntariezi	voluntariază	voluntariem	voluntariați	voluntariază	voluntarieze	voluntariază	voluntariat	voluntariind	voluntariam	voluntarie
vrea	vreau	vrei	vrea	vrem	vreți	vor	vrea	-	vrut	vrând	vream	vruse
vremui	-	-	vremuiește	-	-	-	vremuiască	-	vremuit	vremuind	-	vremui
vroi	vroiesc	vroiești	vroiește	vroim	vroiți	vroiesc	vroiască	vroiește	vroit	vroind	vroiam	vroi
vrăciui	vrăciuiesc	vrăciuiești	vrăciuiește	vrăciuim	vrăciuiți	vrăciuiesc	vrăciuiască	vrăciuiește	vrăciuit	vrăciuind	vrăciuiam	vrăciui
vrăfui	vrăfuiesc	vrăfuiești	vrăfuiește	vrăfuim	vrăfuiți	vrăfuiesc	vrăfuiască	vrăfuiește	vrăfuit	vrăfuind	vrăfuiam	vrăfui
vrăjmășui	vrăjmășuiesc	vrăjmășuiești	vrăjmășuiește	vrăjmășuim	vrăjmășuiți	vrăjmășuiesc	vrăjmășuiască	vrăjmășuiește	vrăjmășuit	vrăjmășuind	vrăjmășuiam	vrăjmășui
vrăvui	vrăvuiesc	vrăvuiești	vrăvuiește	vrăvuim	vrăvuiți	vrăvuiesc	vrăvuiască	vrăvuiește	vrăvuit	vrăvuind	vrăvuiam	vrăvui
vrășui	vrășuiesc	vrășuiești	vrășuiește	vrășuim	vrășuiți	vrășuiesc	vrășuiască	vrășuiește	vrășuit	vrășuind	vrășuiam	vrășui
vui	-	-	vuiește	-	-	vuiesc	vuiască	-	vuit	vuind	-	vui
vuieta	-	-	vuietă	-	-	vuietă	vuiete	-	vuietat	vuietând	-	vuietă
vuvui	vuvui	vuvui	vuvuie	vuvuim	vuvuiți	vuvuie	vuvuie	vuvuie	vuvuit	vuvuind	vuvuiam	vuvui
vâjâi	-	-	vâjâie	-	-	vâjâie	vâjâie	-	vâjâit	vâjâind	-	vâjâi
vâjăi	-	-	vâjăie	-	-	vâjăie	vâjăie	-	vâjăit	vâjăind	-	vâjăi
vâlvâi	vâlvâi	vâlvâi	vâlvâie	vâlvâim	vâlvâiți	vâlvâie	vâlvâiască	vâlvâie	vâlvâit	vâlvâind	vâlvâiam	vâlvâi
vârfui	vârfuiesc	vârfuiești	vârfuiește	vârfuim	vârfuiți	vârfuiesc	vârfuiască	vârfuiește	vârfuit	vârfuind	vârfuiam	vârfui
vârtejui	vârtejuiesc	vârtejuiești	vârtejuiește	vârtejuim	vârtejuiți	vârtejuiesc	vârtejuiască	vârtejuiește	vârtejuit	vârtejuind	vârtejuiam	vârtejui
vârî	vâr	vâri	vâră	vârâm	vârâți	vâră	vâre	vâră	vârât	vârând	vâram	vârî
vâzvijui	vâzvijuiesc	vâzvijuiești	vâzvijuiește	vâzvijuim	vâzvijuiți	vâzvijuiesc	vâzvijuiască	vâzvijuiește	vâzvijuit	vâzvijuind	vâzvijuiam	vâzvijui
vâșca	vâșc	vâști	vâșcă	vâșcăm	vâșcați	vâșcă	vâște	vâșcă	vâșcat	vâșcând	vâșcam	vâșcă
vâșcăi	vâșcăi	vâșcăi	vâșcăie	vâșcăim	vâșcăiți	vâșcăie	vâșcăie	vâșcăie	vâșcăit	vâșcăind	vâșcăiam	vâșcăi
văcsui	văcsuiesc	văcsuiești	văcsuiește	văcsuim	văcsuiți	văcsuiesc	văcsuiască	văcsuiește	văcsuit	văcsuind	văcsuiam	văcsui
văcui	văcuiesc	văcuiești	văcuiește	văcuim	văcuiți	văcuiesc	văcuiască	văcuiește	văcuit	văcuind	văcuiam	văcui
vădăslui	vădăsluiesc	vădăsluiești	vădăsluiește	vădăsluim	vădăsluiți	vădăsluiesc	vădăsluiască	vădăsluiește	vădăsluit	vădăsluind	vădăsluiam	vădăslui
văiera	vaier	vaieri	vaieră	văierăm	văierați	vaieră	vaiere	vaieră	văierat	văierând	văieram	văieră
văita	vait	vaiți	vaită	văităm	văitați	vaită	vaite	vaită	văitat	văitând	văitam	văită
vălcui	vălcuiesc	vălcuiești	vălcuiește	vălcuim	vălcuiți	vălcuiesc	vălcuiască	vălcuiește	vălcuit	vălcuind	vălcuiam	vălcui
vălăcăi	vălăcăiesc	vălăcăiești	vălăcăiește	vălăcăim	vălăcăiți	vălăcăiesc	vălăcăiască	vălăcăiește	vălăcăit	vălăcăind	vălăcăiam	vălăcăi
vălțui	vălțuiesc	vălțuiești	vălțuiește	vălțuim	vălțuiți	vălțuiesc	vălțuiască	vălțuiește	vălțuit	vălțuind	vălțuiam	vălțui
vămui	vămuiesc	vămuiești	vămuiește	vămuim	vămuiți	vămuiesc	vămuiască	vămuiește	vămuit	vămuind	vămuiam	vămui
văpăi	-	-	văpăiește	-	-	văpăiesc	văpăiască	-	văpăit	văpăind	-	văpăi
văpăia	-	-	văpăiază	-	-	văpăiază	văpăieze	-	văpăiat	văpăind	-	văpăie
vărgălui	vărgăluiesc	vărgăluiești	vărgăluiește	vărgăluim	vărgăluiți	vărgăluiesc	vărgăluiască	vărgăluiește	vărgăluit	vărgăluind	vărgăluiam	vărgălui
vărsa	vărs	verși	varsă	vărsăm	vărsați	varsă	verse	varsă	vărsat	vărsând	vărsam	vărsă
vărui	văruiesc	văruiești	văruiește	văruim	văruiți	văruiesc	văruiască	văruiește	văruit	văruind	văruiam	vărui
vărzui	vărzuiesc	vărzuiești	vărzuiește	vărzuim	vărzuiți	vărzuiesc	vărzuiască	vărzuiește	vărzuit	vărzuind	vărzuiam	vărzui
vătui	vătuiesc	vătuiești	vătuiește	vătuim	vătuiți	vătuiesc	vătuiască	vătuiește	vătuit	vătuind	vătuiam	vătui
vătăma	vatăm	vatămi	vatămă	vătămăm	vătămați	vatămă	vatăme	vatămă	vătămat	vătămând	vătămam	vătămă
xerocopia	xerocopiez	xerocopiezi	xerocopiază	xerocopiem	xerocopiați	xerocopiază	xerocopieze	xerocopiază	xerocopiat	xerocopiind	xerocopiam	xerocopie
xerografia	xerografiez	xerografiezi	xerografiază	xerografiem	xerografiați	xerografiază	xerografieze	xerografiază	xerografiat	xerografiind	xerografiam	xerografie
xilografia	xilografiez	xilografiezi	xilografiază	xilografiem	xilografiați	xilografiază	xilografieze	xilografiază	xilografiat	xilografiind	xilografiam	xilografie
zabate	-	-	-	-	-	-	-	-	zabătut	zabătând	zabăteam	zabătu
zacingui	zacinguiesc	zacinguiești	zacinguiește	zacinguim	zacinguiți	zacinguiesc	zacinguiască	zacinguiește	zacinguit	zacinguind	zacinguiam	zacingui
zafla	zaflu	zafli	zaflă	zaflăm	zaflați	zaflă	zafle	zaflă	zaflat	zaflând	zaflam	zaflă
zamislui	zamisluiesc	zamisluiești	zamisluiește	zamisluim	zamisluiți	zamisluiesc	zamisluiască	zamisluiește	zamisluit	zamisluind	zamisluiam	zamislui
zapcii	zapciesc	zapciești	zapciește	zapciim	zapciiți	zapciesc	zapciască	zapciește	zapciit	zapciind	zapciam	zapcii
