# Norwegian Bokmål mined principal parts. Columns: lemma, present, past, past_participle, imperative, present_participle, present_passive.
# '-' = the productive default in src/nob.rs; '|' separates variants.
innlegge	-	innla	innlagt	-	-	-
innlemme	-	-	-	innlem	-	-
innrullere	-	innrullerte	innrullert	-	-	-
innrømme	-	-	-	innrøm	-	-
innse	-	innså	innsett	innse	innseende	-
innstille	-	innstilte	innstilt	-	-	-
innta	-	inntok	inntatt	-	inntakende	-
inntreffe	-	inntraff	inntruffet	-	-	-
innvie	-	innvia|innvidde|innviet|innvigde	innvia|innvidd|innviet|innvigd	innvi	-	-
insinuere	-	insinuerte	insinuert	-	-	-
insistere	-	insisterte	insistert	-	-	-
inspirere	-	inspirerte	inspirert	-	-	-
inspisere	-	inspiserte	inspisert	-	-	-
installere	-	installerte	installert	-	-	-
institusjonalisere	-	institusjonaliserte	institusjonalisert	-	-	-
integrere	-	integrerte	integrert	-	-	-
intensivere	-	intensiverte	intensivert	-	-	-
interessere	-	interesserte	interessert	-	-	-
interferere	-	interfererte	interferert	-	-	-
internere	-	internerte	internert	-	-	-
intervjue	-	intervjua|intervjuet	intervjua|intervjuet	intervju	-	-
introdusere	-	introduserte	introdusert	-	-	-
invadere	-	invaderte	invadert	-	-	-
invertere	-	inverterte	invertert	-	-	-
investere	-	investerte	investert	-	-	-
invitere	-	inviterte	invitert	-	-	-
involvere	-	involverte	involvert	-	-	-
irritere	-	irriterte	irritert	-	-	-
isolere	-	isolerte	isolert	-	-	-
ivareta	-	ivaretok	ivaretatt	-	ivaretakende	-
iverksette	-	iverksatte	iverksatt	-	-	-
jamføre	-	jamførte	jamført	-	-	-
juge	-	jugde	jugd	-	-	-
justere	-	justerte	justert	-	-	-
kalibrere	-	kalibrerte	kalibrert	-	-	-
kalkulere	-	kalkulerte	kalkulert	-	-	-
kalle	-	kalte	kalt	-	-	-
kalsinere	-	kalsinerte	kalsinert	-	-	-
kamuflere	-	kamuflerte	kamuflert	-	-	-
kanalisere	-	kanaliserte	kanalisert	-	-	-
kanonisere	-	kanoniserte	kanonisert	-	-	-
kansellere	-	kansellerte	kansellert	-	-	-
kapitulere	-	kapitulerte	kapitulert	-	-	-
karakterisere	-	karakteriserte	karakterisert	-	-	-
kartlegge	-	kartla	kartlagt	-	-	-
kassere	-	kasserte	kassert	-	-	-
kastrere	-	kastrerte	kastrert	-	-	-
katalysere	-	katalyserte	katalysert	-	-	-
kategorisere	-	kategoriserte	kategorisert	-	-	-
kike	-	keik|kek	-	-	-	-
kjenne	-	kjente	kjent	-	-	-
kjæle	-	kjælte	kjælt	-	-	-
kjøle	-	kjølte	kjølt	-	-	-
kjønnsdele	-	kjønnsdelte	kjønnsdelt	-	-	-
kjøpe	-	kjøpte	kjøpt	-	-	-
kjøre	-	kjørte	kjørt	-	-	-
klargjøre	klargjør	klargjorde	klargjort	-	-	-
klassifisere	-	klassifiserte	klassifisert	-	-	-
kle	-	kledde|kledte	kledd|kledt	kle	kleende	-
klinge	-	klang	-	-	-	-
klype	-	klypte|kløp	klypt|kløpet	-	-	-
klø	-	klødde	klødd	-	-	-
kløne	-	klønte	klønt	-	-	-
kna	-	knadde	knadd	-	-	-
knipe	-	kneip|knep	knepet	-	-	-
knivstikke	-	knivstakk	knivstukket	-	-	-
knuse	-	knuste	knust	-	-	-
koagulere	-	koagulerte	koagulert	-	-	-
kodifisere	-	kodifiserte	kodifisert	-	-	-
koke	-	kokte	kokt	-	-	-
kokettere	-	koketterte	kokettert	-	-	-
kollidere	-	kolliderte	kollidert	-	-	-
kolonisere	-	koloniserte	kolonisert	-	-	-
kombinere	-	kombinerte	kombinert	-	-	-
kommandere	-	kommanderte	kommandert	-	-	-
komme	-	kom	-	kom	-	-
kommentere	-	kommenterte	kommentert	-	-	-
kommunisere	-	kommuniserte	kommunisert	-	-	-
kompensere	-	kompenserte	kompensert	-	-	-
kompilere	-	kompilerte	kompilert	-	-	-
komplimentere	-	komplimenterte	komplimentert	-	-	-
komplisere	-	kompliserte	komplisert	-	-	-
komponere	-	komponerte	komponert	-	-	-
komprimere	-	komprimerte	komprimert	-	-	-
kondemnere	-	kondemnerte	kondemnert	-	-	-
kondensere	-	kondenserte	kondensert	-	-	-
kondolere	-	kondolerte	kondolert	-	-	-
konferere	-	konfererte	konferert	-	-	-
konfiskere	-	konfiskerte	konfiskert	-	-	-
konfrontere	-	konfronterte	konfrontert	-	-	-
konkludere	-	konkluderte	konkludert	-	-	-
konkurrere	-	konkurrerte	konkurrert	-	-	-
konsentrere	-	konsentrerte	konsentrert	-	-	-
konservere	-	konserverte	konservert	-	-	-
konsolidere	-	konsoliderte	konsolidert	-	-	-
konspirere	-	konspirerte	konspirert	-	-	-
konstatere	-	konstaterte	konstatert	-	-	-
konstituere	-	konstituerte	konstituert	-	-	-
konstruere	-	konstruerte	konstruert	-	-	-
konsultere	-	konsulterte	konsultert	-	-	-
konsumere	-	konsumerte	konsumert	-	-	-
kontrastere	-	kontrasterte	kontrastert	-	-	-
kontrollere	-	kontrollerte	kontrollert	-	-	-
konvergere	-	konvergerte	konvergert	-	-	-
konvertere	-	konverterte	konvertert	-	-	-
koordinere	-	koordinerte	koordinert	-	-	-
kopiere	-	kopierte	kopiert	-	-	-
korrekturlese	-	korrekturleste	korrekturlest	-	-	-
korrelere	-	korrelerte	korrelert	-	-	-
korrespondere	-	korresponderte	korrespondert	-	-	-
korrigere	-	korrigerte	korrigert	-	-	-
korrodere	-	korroderte	korrodert	-	-	-
korrumpere	-	korrumperte	korrumpert	-	-	-
kreditere	-	krediterte	kreditert	-	-	-
kreere	-	kreerte	kreert	-	-	-
kremere	-	kremerte	kremert	-	-	-
kriminalisere	-	kriminaliserte	kriminalisert	-	-	-
kritisere	-	kritiserte	kritisert	-	-	-
kro	-	krodde	krodd	-	-	-
krumme	-	-	-	krum	-	-
krype	-	krøp|krøyp	krøpet	-	-	-
kryptere	-	krypterte	kryptert	-	-	-
krystallisere	-	krystalliserte	krystallisert	-	-	-
kulminere	-	kulminerte	kulminert	-	-	-
kultivere	-	kultiverte	kultivert	-	-	-
kunne	kan	kunne	-	-	-	-
kunngjøre	kunngjør	kunngjorde	kunngjort	-	-	-
kurere	-	kurerte	kurert	-	-	-
kvalifisere	-	kvalifiserte	kvalifisert	-	-	-
kvantifisere	-	kvantifiserte	kvantifisert	-	-	-
kvele	-	kvalte|kvelte	kvalt|kvelt	-	-	-
lagerføre	-	lagerførte	lagerført	-	-	-
lakkere	-	lakkerte	lakkert	-	-	-
lamme	-	-	-	lam	-	-
lansere	-	lanserte	lansert	-	-	-
late	-	lot	latt	-	-	-
latinisere	-	latiniserte	latinisert	-	-	-
latterliggjøre	latterliggjør	latterliggjorde	latterliggjort	-	-	-
legalisere	-	legaliserte	legalisert	-	-	-
legere	-	legerte	legert	-	-	-
legitimere	-	legitimerte	legitimert	-	-	-
leike	-	leikte	leikt	-	-	-
leke	-	lekte	lekt	-	-	-
lese	-	leste	lest	-	-	-
less	-	less	-	-	-	-
lete	-	lette	lett	-	-	-
levere	-	leverte	levert	-	-	-
lide	-	led|lei	lidd|lidt	-	-	-
ligge	-	lå	-	-	-	-
lika	-	lika|likte	lika|likt	-	-	-
like	-	likte	likt	-	-	-
likestille	-	likestilte	likestilt	-	-	-
likvidere	-	likviderte	likvidert	-	-	-
lokalisere	-	lokaliserte	lokalisert	-	-	-
lure	-	lurte	lurt	-	-	-
lyde	-	lydde|lød	lydd|lydt	-	-	-
lyge	-	løy	løyet	-	-	-
lykkes	-	lyktes	lykkes|lyktes	-	-	-
lyse	-	lyste	lyst	-	-	-
lyve	-	løy	løyet	-	-	-
låne	-	lånte	lånt	-	-	-
låse	-	låste	låst	-	-	-
låte	-	låt	-	-	-	-
lære	-	lærte	lært	-	-	-
løpe	-	løp	-	-	-	-
løse	-	løste	løst	-	-	-
løslate	-	løslot	løslatt	-	-	-
løsrive	-	løsreiv|løsrev	løsrevet	-	-	-
løye	-	løya|løyet	løya|løyet	-	-	-
løype	-	løypte	løypt	-	-	-
maksimalisere	-	maksimaliserte	maksimalisert	-	-	-
maksimere	-	maksimerte	maksimert	-	-	-
male	-	malte	malt	-	-	-
manifestere	-	manifesterte	manifestert	-	-	-
manipulere	-	manipulerte	manipulert	-	-	-
manøvrere	-	manøvrerte	manøvrert	-	-	-
marginalisere	-	marginaliserte	marginalisert	-	-	-
marinere	-	marinerte	marinert	-	-	-
markedsføre	-	markedsførte	markedsført	-	-	-
markere	-	markerte	markert	-	-	-
marsjere	-	marsjerte	marsjert	-	-	-
maskere	-	maskerte	maskert	-	-	-
maskinere	-	maskinerte	maskinert	-	-	-
massakrere	-	massakrerte	massakrert	-	-	-
masseprodusere	-	masseproduserte	masseprodusert	-	-	-
massere	-	masserte	massert	-	-	-
meandrere	-	meandrerte	meandrert	-	-	-
medbringe	-	medbrakte	medbrakt	-	-	-
meddele	-	meddelte	meddelt	-	-	-
medføre	-	medførte	medført	-	-	-
meditere	-	mediterte	meditert	-	-	-
mekanisere	-	mekaniserte	mekanisert	-	-	-
melde	-	meldte	meldt	-	-	-
mene	-	mente	ment	-	-	-
menstruere	-	menstruerte	menstruert	-	-	-
mige	-	meg|meig	megen|meget	-	-	-
migrere	-	migrerte	migrert	-	-	-
minesprenge	-	minesprengte	minesprengt	-	-	-
minimalisere	-	minimaliserte	minimalisert	-	-	-
minimere	-	minimerte	minimert	-	-	-
misbruke	-	misbrukte	misbrukt	-	-	-
misforstå	-	misforsto|misforstod	misforstått	-	-	-
mislike	-	mislikte	mislikt	-	-	-
mislykkes	-	mislyktes	mislykkes|mislyktes	-	-	-
mistenke	-	mistenkte	mistenkt	-	-	-
misunne	-	misunte	misunt	-	-	-
mjaue	-	mjaua|mjauet	mjaua|mjauet	-	-	-
mobilisere	-	mobiliserte	mobilisert	-	-	-
modellere	-	modellerte	modellert	-	-	-
modernisere	-	moderniserte	modernisert	-	-	-
modifisere	-	modifiserte	modifisert	-	-	-
modnes	-	modnedes	modnes	-	-	-
montere	-	monterte	montert	-	-	-
motbevise	-	motbeviste	motbevist	-	-	-
motivere	-	motiverte	motivert	-	-	-
motsette	-	motsatte	motsatt	-	-	-
motstå	-	motsto|motstod	motstått	-	-	-
motta	-	mottok	mottatt	-	mottakende	-
muliggjøre	muliggjør	muliggjorde	muliggjort	-	-	-
multiplisere	-	multipliserte	multiplisert	-	-	-
myse	-	myste	myst	-	-	-
mystifisere	-	mystifiserte	mystifisert	-	-	-
måle	-	målte	målt	-	-	-
måtte	må	måtte	-	-	-	-
mæle	-	-	mælt	-	-	-
møte	-	møtte	møtt	-	-	-
møtes	-	møttes	møttes	-	-	-
nasjonalisere	-	nasjonaliserte	nasjonalisert	-	-	-
navigere	-	navigerte	navigert	-	-	-
navngi	-	navnga|navngav	navngitt	-	-	-
nebbes	-	nebbedes	-	-	-	-
nedbetale	-	nedbetalte	nedbetalt	-	-	-
nedbryte	-	nedbrøt|nedbrøyt	nedbrutt	-	-	-
nedgradere	-	nedgraderte	nedgradert	-	-	-
nedkjøle	-	nedkjølte	nedkjølt	-	-	-
nedlegge	-	nedla	nedlagt	-	-	-
nedsette	-	nedsatte	nedsatt	-	-	-
nedskrive	-	nedskreiv|nedskrev	nedskrevet	-	-	-
nevne	-	nevnte	nevnt	-	-	-
nominere	-	nominerte	nominert	-	-	-
normere	-	normerte	normert	-	-	-
notere	-	noterte	notert	-	-	-
nullstille	-	nullstilte	nullstilt	-	-	-
nummerere	-	nummererte	nummerert	-	-	-
nyse	-	nyste|nøs|nøys	nyst	-	-	-
nyte	-	nøt|nøyt	nytt	-	-	-
nyttiggjøre	nyttiggjør	nyttiggjorde	nyttiggjort	-	-	-
nøle	-	nølte	nølt	-	-	-
nøytralisere	-	nøytraliserte	nøytralisert	-	-	-
observere	-	observerte	observert	-	-	-
offentliggjøre	offentliggjør	offentliggjorde	offentliggjort	-	-	-
okkupere	-	okkuperte	okkupert	-	-	-
oksidere	-	oksiderte	oksidert	-	-	-
ombestemme	-	ombestemte	ombestemt	ombestem	-	-
omdefinere	-	omdefinerte	omdefinert	-	-	-
omdirigere	-	omdirigerte	omdirigert	-	-	-
omdøpe	-	omdøpte	omdøpt	-	-	-
omgi	-	omga|omgav	omgitt	-	-	-
omgjøre	omgjør	omgjorde	omgjort	-	-	-
omgruppere	-	omgrupperte	omgruppert	-	-	-
omgå	-	omgikk	omgått	-	-	-
omklassifisere	-	omklassifiserte	omklassifisert	-	-	-
omkomme	-	omkom	-	omkom	-	-
omorganisere	-	omorganiserte	omorganisert	-	-	-
omskjære	-	omskar	omskåret	-	-	-
omskrive	-	omskreiv|omskrev	omskrevet	-	-	-
omstille	-	omstilte	omstilt	-	-	-
omtale	-	omtalte	omtalt	-	-	-
omvende	-	omvendte	omvendt	-	-	-
onanere	-	onanerte	onanert	-	-	-
operere	-	opererte	operert	-	-	-
oppbevare	-	oppbevarte	oppbevart	-	-	-
oppdatere	-	oppdaterte	oppdatert	-	-	-
oppdra	-	oppdro|oppdrog	oppdradd|oppdratt	-	oppdragende	-
oppfinne	-	oppfant	oppfunnet	-	-	-
oppfylle	-	oppfylte	oppfylt	-	-	-
oppføre	-	oppførte	oppført	-	-	-
oppgi	-	oppga|oppgav	oppgitt	-	-	-
oppgradere	-	oppgraderte	oppgradert	-	-	-
oppholde	-	oppholdt	oppholdt	-	-	-
opphøre	-	opphørte	opphørt	-	-	-
opphøye	-	opphøya|opphøyde|opphøyet	opphøya|opphøyd|opphøyet	opphøy	-	-
oppkalle	-	oppkalte	oppkalt	-	-	-
oppleve	-	opplevde	opplevd	-	-	-
opplyse	-	opplyste	opplyst	-	-	-
oppløse	-	oppløste	oppløst	-	-	-
oppnå	-	oppnådde	oppnådd	-	-	-
opponere	-	opponerte	opponert	-	-	-
opprettholde	-	opprettholdt	opprettholdt	-	-	-
oppsluke	-	oppslukte	oppslukt	-	-	-
oppstå	-	oppsto|oppstod	oppstått	-	-	-
oppsummere	-	oppsummerte	oppsummert	-	-	-
oppsøke	-	oppsøkte	oppsøkt	-	-	-
oppta	-	opptok	opptatt	-	opptakende	-
opptre	-	opptrådte	opptrådt	opptre	opptredende	-
oppveie	-	oppveide	oppveid	oppvei	-	-
oppvise	-	oppviste	oppvist	-	-	-
oppvurdere	-	oppvurderte	oppvuder	-	-	-
optimalisere	-	optimaliserte	optimalisert	-	-	-
ordinere	-	ordinerte	ordinert	-	-	-
organisere	-	organiserte	organisert	-	-	-
orientere	-	orienterte	orientert	-	-	-
overbevise	-	overbeviste	overbevist	-	-	-
overbringe	-	overbrakte	overbrakt	-	-	-
overdra	-	overdro|overdrog	overdradd|overdratt	-	overdragende	-
overdrive	-	overdreiv|overdrev	overdrevet	-	-	-
overfalle	-	overfalt	overfalt	-	-	-
overfylle	-	overfylte	overfylt	-	-	-
overføre	-	overførte	overført	-	-	-
overgi	-	overga|overgav	overgitt	-	-	-
overgå	-	overgikk	overgått	-	-	-
overholde	-	overholdt	overholdt	-	-	-
overhøre	-	overhørte	overhørt	-	-	-
overkjøre	-	overkjørte	overkjørt	-	-	-
overlate	-	overlot	overlatt	-	-	-
overleve	-	overlevde	overlevd	-	-	-
overlevere	-	overleverte	overlevert	-	-	-
overprøve	-	overprøvde	overprøvd	-	-	-
overrekke	-	overrakte	overrakt	-	-	-
overse	-	overså	oversett	overse	overseende	-
oversette	-	oversatte	oversatt	-	-	-
overskride	-	overskred|overskrei	overskredet	-	-	-
overstige	-	oversteg|oversteig	oversteget	-	-	-
oversvømme	-	oversvømte	oversvømt	oversvøm	-	-
overta	-	overtok	overtatt	-	overtakende	-
overtale	-	overtalte	overtalt	-	-	-
overtre	-	overtrådte	overtrådt	overtre	overtredende	-
overtreffe	-	overtraff	overtruffet	-	-	-
overvinne	-	overvant	overvunnet	-	-	-
overvurdere	-	overvurderte	overvurdert	-	-	-
overvære	-	overvar	overvært	-	-	-
pantsette	-	pantsatte	pantsatt	-	-	-
paralysere	-	paralyserte	paralysert	-	-	-
parkere	-	parkerte	parkert	-	-	-
passere	-	passerte	passert	-	-	-
pasteurisere	-	pasteuriserte	pasteurisert	-	-	-
patentere	-	patenterte	patentert	-	-	-
patruljere	-	patruljerte	patruljert	-	-	-
peke	-	pekte	pekt	-	-	-
pensjonere	-	pensjonerte	pensjonert	-	-	-
perfeksjonere	-	perfeksjonerte	perfeksjonert	-	-	-
personifisere	-	personifiserte	personifisert	-	-	-
pipe	-	peip|per	pepet	-	-	-
planere	-	planerte	planert	-	-	-
planlegge	-	planla	planlagt	-	-	-
plassere	-	plasserte	plassert	-	-	-
pleie	-	pleia|pleide|pleiet	pleia|pleid|pleiet	plei	-	-
pløye	-	pløyde	pløyd	pløy	-	-
poengtere	-	poengterte	poengtert	-	-	-
polarisere	-	polariserte	polarisert	-	-	-
polere	-	polerte	polert	-	-	-
politisere	-	politiserte	politisert	-	-	-
pollinere	-	pollinerte	pollinert	-	-	-
polymerisere	-	polymeriserte	polymerisert	-	-	-
portrettere	-	portretterte	portrettert	-	-	-
posere	-	poserte	posert	-	-	-
postulere	-	postulerte	postulert	-	-	-
praktisere	-	praktiserte	praktisert	-	-	-
prefabrikkere	-	prefabrikkerte	prefabrikkert	-	-	-
preparere	-	preparerte	preparert	-	-	-
presentere	-	presenterte	presentert	-	-	-
presisere	-	presiserte	presisert	-	-	-
prioritere	-	prioriterte	prioritert	-	-	-
prisgi	-	prisga|prisgav	prisgitt	-	-	-
produsere	-	produserte	produsert	-	-	-
profilere	-	profilerte	profilert	-	-	-
programmere	-	programmerte	programmert	-	-	-
projisere	-	projiserte	projisert	-	-	-
proklamere	-	proklamerte	proklamert	-	-	-
promotere	-	promoterte	promotert	-	-	-
prosessere	-	prosesserte	prosessert	-	-	-
prostituere	-	prostituerte	prostituert	-	-	-
protestere	-	protesterte	protestert	-	-	-
provosere	-	provoserte	provosert	-	-	-
prøve	-	prøvde	prøvd	-	-	-
prøvekjøre	-	prøvekjørte	prøvekjørt	-	-	-
publisere	-	publiserte	publisert	-	-	-
pulsere	-	pulserte	pulsert	-	-	-
pulverisere	-	pulveriserte	pulverisert	-	-	-
punktere	-	punkterte	punktert	-	-	-
påbegynne	-	påbegynte	påbegynt	-	-	-
pådra	-	pådro|pådrog	pådradd|pådratt	-	pådragende	-
påføre	-	påførte	påført	-	-	-
pågripe	-	pågreip|pågrep	pågrepet	-	-	-
pågå	-	pågikk	pågått	-	-	-
påkalle	-	påkalte	påkalt	-	-	-
pålegge	-	påla	pålagt	-	-	-
påpeke	-	påpekte	påpekt	-	-	-
påse	-	påså	påsett	påse	påseende	-
påta	-	påtok	påtatt	-	påtakende	-
påtreffe	-	påtraff	påtruffet	-	-	-
påvise	-	påviste	påvist	-	-	-
pøse	-	pøste	pøst	-	-	-
raffinere	-	raffinerte	raffinert	-	-	-
ramme	-	-	-	ram	-	-
ramponere	-	ramponerte	ramponert	-	-	-
rangere	-	rangerte	rangert	-	-	-
rapportere	-	rapporterte	rapportert	-	-	-
rase	-	raste	rast	-	-	-
rasere	-	raserte	rasert	-	-	-
rasjonalisere	-	rasjonaliserte	rasjonalisert	-	-	-
ratifisere	-	ratifiserte	ratifisert	-	-	-
reagere	-	reagerte	reagert	-	-	-
reaktivere	-	reaktiverte	reaktivert	-	-	-
realisere	-	realiserte	realisert	-	-	-
redefinere	-	redefinerte	redefinert	-	-	-
redigere	-	redigerte	redigert	-	-	-
redusere	-	reduserte	redusert	-	-	-
referere	-	refererte	referert	-	-	-
reflektere	-	reflekterte	reflektert	-	-	-
reformere	-	reformerte	reformert	-	-	-
regenerere	-	regenererte	regenerert	-	-	-
regissere	-	regisserte	regissert	-	-	-
registrere	-	registrerte	registrert	-	-	-
regjere	-	regjerte	regjert	-	-	-
regulere	-	regulerte	regulert	-	-	-
reingjøre	reingjør	reingjorde	reingjort	-	-	-
reise	-	reiste	reist	-	-	-
rekke	-	rakk	rukket	-	-	-
reklamere	-	reklamerte	reklamert	-	-	-
rekonstruere	-	rekonstruerte	rekonstruert	-	-	-
rekruttere	-	rekrutterte	rekruttert	-	-	-
relatere	-	relaterte	relatert	-	-	-
relokalisere	-	relokaliserte	relokalisert	-	-	-
rengjøre	rengjør	rengjorde	rengjort	-	-	-
renne	-	rant	rent	-	-	-
renovere	-	renoverte	renovert	-	-	-
reorganisere	-	reorganiserte	reorganisert	-	-	-
reparere	-	reparerte	reparert	-	-	-
repetere	-	repeterte	repetert	-	-	-
representere	-	representerte	representert	-	-	-
reprodusere	-	reproduserte	reprodusert	-	-	-
reservere	-	reserverte	reservert	-	-	-
resirkulere	-	resirkulerte	resirkulert	-	-	-
respektere	-	respekterte	respektert	-	-	-
restaurere	-	restaurerte	restaurert	-	-	-
resultere	-	resulterte	resultert	-	-	-
returnere	-	returnerte	returnert	-	-	-
retusjere	-	retusjerte	retusjert	-	-	-
revaluere	-	revaluerte	revaluert	-	-	-
reversere	-	reverserte	reversert	-	-	-
revidere	-	reviderte	revidert	-	-	-
revolusjonere	-	revolusjonerte	revolusjonert	-	-	-
ride	-	red|rei	ridd	-	-	-
ringe	-	ringte	ringt	-	-	-
risikere	-	risikerte	risikert	-	-	-
rive	-	reiv|rev	revet	-	-	-
roe	-	roa|roet	roa|roet	ro	-	-
romme	-	-	-	rom	-	-
rope	-	ropte	ropt	-	-	-
rotere	-	roterte	rotert	-	-	-
ryke	-	røk|røyk	røket	-	-	-
rådspørre	rådspør	rådspurte	rådspurt	rådspør	-	-
rømme	-	rømte	rømt	røm	-	-
røntgenfotografere	-	røntgenfotograferte	røntgenfotografert	-	-	-
røre	-	rørte	rørt	-	-	-
sabotere	-	saboterte	sabotert	-	-	-
sammenfalle	-	sammenfalt	sammenfalt	-	-	-
sammenkalle	-	sammenkalte	sammenkalt	-	-	-
sandblåse	-	sandblåste	sandblåst	-	-	-
sanksjonere	-	sanksjonerte	sanksjonert	-	-	-
sannsynliggjøre	sannsynliggjør	sannsynliggjorde	sannsynliggjort	-	-	-
segregere	-	segregerte	segregert	-	-	-
seile	-	seilte	seilt	-	-	-
seksualisere	-	seksualiserte	seksualisert	-	-	-
selge	-	solgte	solgt	-	-	-
selvantenne	-	selvantente	selvantent	-	-	-
selvpublisere	-	selvpubliserte	selvpublisert	-	-	-
sementere	-	sementerte	sementert	-	-	-
sende	-	sendte	sendt	-	-	-
sensurere	-	sensurerte	sensurert	-	-	-
sentralisere	-	sentraliserte	sentralisert	-	-	-
sentrere	-	sentrerte	sentrert	-	-	-
separere	-	separerte	separert	-	-	-
seponere	-	seponerte	seponert	-	-	-
sertifisere	-	sertifiserte	sertifisert	-	-	-
servere	-	serverte	servert	-	-	-
sige	-	seg|seig	seget	-	-	-
signalisere	-	signaliserte	signalisert	-	-	-
signere	-	signerte	signert	-	-	-
simulere	-	simulerte	simulert	-	-	-
single	-	-	-	single	-	-
sirkulere	-	sirkulerte	sirkulert	-	-	-
sitte	-	satt	-	-	-	-
sjarmere	-	sjarmerte	sjarmert	-	-	-
sjokkere	-	sjokkerte	sjokkert	-	-	-
sjonglere	-	sjonglerte	sjonglert	-	-	-
sjøsette	-	sjøsatte	sjøsatt	-	-	-
skamme	-	-	-	skam	-	-
skamslå	-	skamslo	skamslått	-	-	-
skape	-	skapte	skapt	-	-	-
skattlegge	-	skattla	skattlagt	-	-	-
skille	-	skilte	skilt	-	-	-
skilles	-	skiltes	skiltes	-	-	-
skinne	-	skein|skinte	skint	-	-	-
skissere	-	skisserte	skissert	-	-	-
skje	-	skjedde	skjedd	skje	-	-
skjelle	-	skjelte	skjelt	-	-	-
skjelve	-	skalv	-	-	-	-
skjemmes	-	skjemtes	skjemtes	-	-	-
skjule	-	skjulte	skjult	-	-	-
skjære	-	skar	skåret	-	-	-
skjønne	-	skjønte	skjønt	-	-	-
skjønnmale	-	skjønnmalte	skjønnmalt	-	-	-
skli	-	skled|sklei|sklidde	sklidd	-	-	-
sko	-	skodde	skodd	-	-	-
skravere	-	skraverte	skravert	-	-	-
skremme	-	skremte	skremt	skrem	-	-
skrike	-	skreik|skrek	skreket	-	-	-
skrinlegge	-	skrinla	skrinlagt	-	-	-
skrive	-	skreiv|skrev	skrevet	-	-	-
skru	-	skrudde	skrudd	-	-	-
skryte	-	skrytte|skrøt	skrytt	-	-	-
skrøne	-	skrønte	skrønt	-	-	-
skue	-	skua|skuet	skua|skuet	sku	-	-
skule	-	skulte	skult	-	-	-
skulle	skal	skulle	-	-	-	-
skumme	-	-	-	skum	-	-
sky	-	skydde	skydd	-	-	-
skye	-	skya|skyet	skya|skyet	-	-	-
skylde	-	skyldte	skyldt	-	-	-
skyldes	-	skyldtes	skyldes	-	-	-
skyte	-	skjøt|skøyt	skutt	-	-	-
skyve	-	skjøv|skøyv	skjøvet	-	-	-
skåle	-	skålte	skålt	-	-	-
slenge	-	slengte	slengt	-	-	-
slepe	-	slepte	slept	-	-	-
slipe	-	slipte	slipt	-	-	-
slippe	-	slapp	sluppet	-	-	-
slite	-	sleit|slet	slitt	-	-	-
sluke	-	slukte	slukt	-	-	-
sluttføre	-	sluttførte	sluttført	-	-	-
slå	-	slo	slått	-	-	-
slåss	-	sloss	slåss	-	-	-
sløse	-	sløste	sløst	-	-	-
smake	-	smakte	smakt	-	-	-
smaksette	-	smaksatte	smaksatt	-	-	-
smi	-	smidde	smidd	-	-	-
smile	-	smilte	smilt	-	-	-
småkoke	-	småkokte	småkokt	-	-	-
smøre	-	smurte	smurt	-	-	-
sneie	-	sneia|sneide|sneiet	sneia|sneid|sneiet	snei	-	-
snike	-	sneik|snek	sneket	-	-	-
sno	-	snodde	snodd	-	-	-
snu	-	snudde	snudd	-	-	-
snyte	-	snytte|snøt	snytt	-	-	-
snø	-	snødde	snødd	-	-	-
sope	-	sopte	sopt	-	-	-
sortere	-	sorterte	sortert	-	-	-
sove	-	sov	-	-	-	-
spare	-	sparte	spart	-	-	-
spasere	-	spaserte	spasert	-	-	-
spekulere	-	spekulerte	spekulert	-	-	-
spenne	-	spente	spent	-	-	-
spesialisere	-	spesialiserte	spesialisert	-	-	-
spesifisere	-	spesifiserte	spesifisert	-	-	-
spille	-	spilte	spilt	-	-	-
spinne	-	spant	spunnet	-	-	-
spionere	-	spionerte	spionert	-	-	-
spise	-	spiste	spist	-	-	-
spolere	-	spolerte	spolert	-	-	-
spraye	-	spraya|sprayet	spraya|sprayet	spray	-	-
spre	-	spredde|spredte	spredd|spredt	spre	-	-
sprekke	-	sprakk	sprukket	-	-	-
sprenge	-	sprengte	sprengt	-	-	-
sprette	-	spratt	-	-	-	-
springe	-	sprang	sprunget	-	-	-
spy	-	spydde	spydd	-	-	-
spyle	-	spylte	spylt	-	-	-
spå	-	spådde	spådd	-	-	-
spørre	spør	spurte	spurt	spør	-	-
stabilisere	-	stabiliserte	stabilisert	-	-	-
stagnere	-	stagnerte	stagnert	-	-	-
standardisere	-	standardiserte	standardisert	-	-	-
stasjonere	-	stasjonerte	stasjonert	-	-	-
steike	-	steikte	steikt	-	-	-
steke	-	stekte	stekt	-	-	-
stele	-	stal	-	-	-	-
stemme	-	stemte	stemt	stem	-	-
stenge	-	stengte	stengt	-	-	-
sterilisere	-	steriliserte	sterilisert	-	-	-
stige	-	steg|steig	steget	-	-	-
stikke	-	stakk	stukket	-	-	-
stilisere	-	stiliserte	stilisert	-	-	-
stille	-	stilte	stilt	-	-	-
stimulere	-	stimulerte	stimulert	-	-	-
stjele	-	stjal	stjålet	-	-	-
stole	-	stolte	stolt	-	-	-
straffeforfølge	-	straffeforfulgte	-	-	-	-
stramme	-	-	-	stram	-	-
strekke	-	strakk|strakte|strekte	strakt|strekt|strukket	-	-	-
stride	-	stred|strei|stridde	stridd	-	-	-
strukturere	-	strukturerte	strukturert	-	-	-
